name|team|ip|w|sv|hld|era|whip|so|hr|qs|bb|hbp|bf
Nathan Eovaldi|TEX|21.7|2|0|0|5.4|1.48|26|4|2|7|1|97
Edgardo Henriquez|LAD|5.0|1|0|0|5.4|1.6|4|0|0|3|1|22
Jordan Hicks|CHW|10.0|0|1|1|5.4|1.9|6|0|0|8|0|46
Joe Mantiply|TOR|6.7|1|0|0|5.4|1.2|10|1|0|2|1|29
Dylan Moore|PHI|1.7|0|0|0|5.4|1.2|0|0|0|1|1|8
Joel Payamps|ATL|3.3|0|0|1|5.4|1.8|5|1|0|1|0|16
Eury Pérez|MIA|20.0|1|0|0|5.4|1.55|20|4|1|11|2|91
Logan Webb|SFG|30.0|2|0|0|5.4|1.4|27|2|2|11|1|132
Kyle Bradish|BAL|19.7|1|0|0|5.49|1.63|21|1|0|10|0|88
Bailey Ober|MIN|19.7|2|0|0|5.49|1.27|14|2|0|5|1|85
Germán Márquez|SDP|13.0|2|0|0|5.54|1.69|10|5|0|4|0|59
Chris Paddack|MIA|19.3|0|0|0|5.59|1.45|18|4|1|5|1|87
Luis Severino|ATH|19.3|0|0|0|5.59|1.71|24|2|0|16|0|86
Brady Singer|CIN|17.7|1|0|0|5.6|1.7|14|3|1|3|2|84
Jose Quintana|COL|8.0|0|0|0|5.63|1.88|3|1|0|8|0|37
Will Vest|DET|8.0|1|0|2|5.63|1.38|11|0|0|4|0|36
Ryan Yarbrough|NYY|8.0|0|0|0|5.63|1.25|4|1|0|3|2|34
Angel Zerpa|MIL|11.0|0|2|2|5.73|1.73|5|1|0|5|0|47
Shaun Anderson|LAA|12.3|1|0|0|5.84|1.3|9|3|0|5|1|52
Andrew Abbott|CIN|20.0|0|0|0|5.85|1.7|12|2|1|8|0|90
Kevin Ginkel|ARI|7.7|0|0|2|5.87|1.57|10|0|0|3|0|35
Lance McCullers Jr.|HOU|15.3|1|0|0|5.87|1.3|17|1|1|6|0|61
Jacob Webb|CHC|7.7|0|0|0|5.87|2.22|8|2|0|5|0|37
Brandon Pfaadt|ARI|16.7|0|0|0|5.94|1.38|11|3|1|6|1|73
Edwin Díaz|LAD|6.0|1|4|0|6.0|1.67|10|1|0|4|1|29
Colin Holderman|CLE|3.0|0|0|0|6.0|1.33|3|1|0|2|0|14
Erik Miller|SFG|6.0|0|1|0|6.0|1.83|10|0|0|4|0|29
Andrew Nardi|MIA|6.0|1|0|2|6.0|1.5|8|1|0|3|0|26
Zach Agnos|COL|13.3|0|1|0|6.08|1.65|13|1|0|6|0|60
Simeon Woods Richardson|MIN|20.7|0|0|0|6.1|1.6|11|4|1|7|0|92
Brayan Bello|BOS|14.7|1|0|0|6.14|1.91|9|2|1|9|0|72
Lucas Erceg|KCR|7.3|0|5|1|6.14|1.5|5|0|0|3|0|30
Greg Weissert|BOS|7.3|0|0|3|6.14|1.23|11|3|0|3|0|32
Jake Irvin|WSH|19.0|1|0|0|6.16|1.47|21|3|0|11|1|87
Chris Bassitt|BAL|16.0|0|0|0|6.19|2.13|7|1|0|11|3|83
Michael Kelly|ATH|4.3|0|0|0|6.23|2.31|4|1|0|4|0|22
Roki Sasaki|LAD|13.0|0|0|0|6.23|1.85|15|3|0|10|0|63
Noah Schultz|CHW|4.3|0|0|0|6.23|1.62|4|0|0|4|0|20
Osvaldo Bido|ATL|10.0|1|1|0|6.3|1.2|6|1|0|5|2|41
José Suarez|ATL|11.3|0|1|0|6.35|1.94|12|0|0|5|0|53
Jacob Lopez|ATH|18.3|1|0|0|6.38|1.96|16|3|0|17|0|90
David Peterson|NYM|19.7|0|0|0|6.41|1.83|21|1|0|10|1|97
Hunter Barco|PIT|7.0|0|0|1|6.43|2.14|5|3|0|7|1|37
Anthony Bender|MIA|7.0|1|1|2|6.43|1.86|8|0|0|6|1|34
Cole Henry|WSH|7.0|0|0|0|6.43|1.71|8|1|0|4|1|34
Connor Brogdon|CLE|8.3|2|1|2|6.48|1.08|8|2|0|2|0|35
Mike Burrows|HOU|22.0|1|0|0|6.55|1.82|18|5|0|7|1|103
Emmet Sheehan|LAD|15.0|2|0|0|6.6|1.47|14|4|1|6|0|65
Matthew Boyd|CHC|9.3|1|0|0|6.75|1.18|17|1|0|3|0|37
Hunter Harvey|CHC|4.0|0|0|0|6.75|1.5|4|2|0|1|0|18
Zack Kelly|BOS|5.3|0|0|1|6.75|0.94|3|1|0|1|0|21
Tyler Schweitzer|CHW|1.3|0|0|0|6.75|2.25|1|0|0|1|0|7
Ken Waldichuk|WSH|9.3|0|0|0|6.75|1.5|8|4|0|6|1|41
Ryan Weiss|HOU|14.7|0|0|0|6.75|2.05|18|4|0|10|0|72
Devin Williams|NYM|5.3|0|2|0|6.75|2.06|8|1|0|3|0|26
Brandon Sproat|MIL|17.0|0|0|0|6.88|1.71|16|4|1|11|0|74
Dustin May|STL|19.3|2|0|0|6.98|1.6|15|2|2|4|2|84
Matt Festa|CLE|9.0|0|1|0|7.0|1.44|8|2|0|1|1|41
Luis Gil|NYY|9.0|0|0|0|7.0|1.44|7|4|0|5|1|41
Juan Mejia|COL|9.0|0|1|0|7.0|2.0|7|1|0|4|1|43
Kevin Kelly|TBR|7.7|2|2|2|7.04|1.04|7|1|0|3|1|31
Tommy Nance|TOR|7.7|0|0|1|7.04|1.83|9|1|0|4|0|37
Ryan Borucki|SFG|6.3|0|0|0|7.11|1.74|6|2|0|2|0|29
Luis García|NYM|6.3|0|0|0|7.11|2.05|4|0|0|2|0|32
Zack Littell|WSH|19.0|0|0|0|7.11|1.74|14|7|0|6|0|89
Chris Martin|TEX|6.3|1|0|1|7.11|1.74|7|1|0|0|1|29
Jordan Romano|LAA|6.3|0|4|0|7.11|1.74|10|1|0|5|0|30
John Schreiber|KCR|6.3|0|1|0|7.11|2.05|4|2|0|6|1|33
Eric Lauer|TOR|17.7|1|0|0|7.13|1.47|16|4|0|10|0|79
Drew Anderson|DET|10.0|0|1|1|7.2|1.6|9|2|0|7|1|47
Justin Bruihl|STL|10.0|0|0|3|7.2|1.6|6|1|0|8|0|46
Peter Lambert|HOU|5.0|0|0|0|7.2|1.6|8|0|0|1|2|24
Jack Perkins|ATH|5.0|1|0|0|7.2|1.8|7|0|0|1|1|24
Tyler Mahle|SFG|18.7|0|0|0|7.23|1.93|21|6|0|12|0|88
Tatsuya Imai|HOU|8.7|1|0|0|7.27|2.08|13|0|0|11|1|44
Cionel Pérez|WSH|8.7|1|0|4|7.27|1.73|7|2|0|5|0|39
Ryan Feltner|COL|12.3|1|0|0|7.3|1.7|9|3|0|6|0|56
Yoendrys Gómez|TBR|12.3|0|0|0|7.3|1.7|9|5|0|7|0|58
Ryan Watson|BOS|11.0|0|0|0|7.36|1.64|6|3|0|7|1|52
Seranthony Domínguez|CHW|6.0|1|3|0|7.5|1.83|8|2|0|5|1|31
Yusei Kikuchi|LAA|18.0|0|0|0|7.5|1.89|19|3|0|10|0|89
Camilo Doval|NYY|8.3|1|0|1|7.56|1.2|8|2|0|1|0|37
Garrett Crochet|BOS|19.0|2|0|0|7.58|1.58|22|3|2|7|4|92
Valente Bellozo|COL|10.7|0|0|0|7.59|1.59|8|5|0|7|1|48
Kyle Backhus|PHI|4.7|0|0|0|7.71|1.71|7|2|0|1|0|22
Jake Bird|NYY|7.0|1|0|1|7.71|1.43|9|1|0|1|1|32
Garrett Cleavinger|TBR|2.3|1|0|2|7.71|3.0|3|0|0|4|0|14
Joey Lucchesi|LAA|2.3|0|0|1|7.71|3.43|2|0|0|4|1|16
Adrian Morejon|SDP|9.3|1|0|3|7.71|1.71|8|0|0|1|0|44
AJ Blubaugh|HOU|12.7|2|0|1|7.82|1.74|10|3|0|8|0|60
Jesús Luzardo|PHI|22.7|1|0|0|7.94|1.46|30|3|1|5|0|98
Javier Assad|CHC|10.0|1|0|0|8.1|1.6|6|2|0|4|0|45
J.P. France|HOU|6.7|0|0|0|8.1|1.65|4|1|0|5|1|31
Griffin Jax|TBR|6.7|0|0|2|8.1|2.1|5|2|0|5|0|34
Michael Lorenzen|COL|16.7|1|0|0|8.1|2.22|13|4|0|5|3|93
Kyle Nicolas|CIN|3.3|0|0|0|8.1|2.4|1|1|0|5|0|18
Luke Weaver|NYM|6.7|1|0|1|8.1|1.35|4|1|0|3|0|30
Elvis Alvarado|ATH|9.7|2|0|3|8.38|1.86|9|1|0|7|0|44
Mason Englert|TBR|9.7|0|1|0|8.38|1.97|7|3|0|2|0|47
José Urquidy|PIT|6.3|0|1|0|8.53|2.68|6|1|0|2|0|36
Justin Lawrence|PIT|8.3|0|0|2|8.64|1.8|12|3|0|5|1|42
Ryne Stanek|STL|8.3|1|1|3|8.64|2.4|12|1|0|7|0|45
Kodai Senga|NYM|17.3|0|0|0|8.83|1.9|22|4|1|10|0|82
Luinder Avila|KCR|6.0|0|0|0|9.0|3.0|6|1|0|4|0|33
Charlie Barnes|CHC|3.0|0|0|0|9.0|2.33|1|0|0|3|1|17
Pete Fairbanks|MIA|6.0|0|2|0|9.0|1.33|8|1|0|1|1|27
Logan Henderson|MIL|2.0|0|0|0|9.0|2.0|3|0|0|1|0|9
Kyle Hurt|LAD|1.0|0|0|0|9.0|2.0|3|0|0|0|1|6
Mark Leiter Jr.|ATH|8.0|0|2|0|9.0|2.0|8|2|0|2|1|40
Luke Little|CHC|1.0|0|0|0|9.0|2.0|1|1|0|0|0|5
Jayden Murray|HOU|2.0|0|0|0|9.0|2.5|3|0|0|3|0|11
Miguel Rojas|LAD|1.0|0|0|0|9.0|2.0|0|0|0|1|1|6
Joey Wiemer|WSH|1.0|0|0|0|9.0|3.0|0|0|0|1|1|7
Taijuan Walker|PHI|18.7|1|0|0|9.16|2.04|16|6|0|10|1|94
Andrés Muñoz|SEA|6.7|2|1|0|9.45|1.95|10|1|0|5|0|33
Max Scherzer|TOR|10.3|1|0|0|9.58|1.45|9|4|1|4|1|46
Ben Casparius|LAD|4.7|0|0|0|9.64|2.14|4|1|0|4|0|23
Colton Gordon|HOU|3.7|0|0|0|9.82|2.18|5|2|0|0|1|19
Johan Oviedo|BOS|3.7|0|0|0|9.82|1.91|3|2|0|1|1|18
Taylor Rashi|ARI|3.7|1|0|0|9.82|1.09|4|1|0|1|0|15
Shane Drohan|MIL|2.7|0|0|0|10.13|2.63|2|0|0|4|0|15
Trevor Megill|MIL|7.0|0|4|1|10.29|1.86|9|0|0|4|1|36
Kolby Allard|CLE|8.7|0|0|0|10.38|2.19|9|2|0|3|1|45
Anthony Banda|MIN|8.7|1|0|1|10.38|1.62|8|1|0|2|4|43
José Alvarado|PHI|6.0|0|0|3|10.5|2.0|8|0|0|3|1|31
Chris Murphy|CHW|6.0|1|1|0|10.5|2.33|6|1|0|5|0|32
Ian Seymour|TBR|7.7|0|0|3|10.57|1.57|9|0|0|2|1|34
Shane Smith|CHW|8.3|0|0|0|10.8|2.52|11|1|0|9|1|49
Miles Mikolas|WSH|15.7|0|0|0|11.49|2.17|11|6|0|9|0|81
George Klassen|LAA|4.7|0|0|0|11.57|3.64|6|1|0|10|0|32
Josh Fleming|TOR|3.0|0|0|0|12.0|2.67|1|1|0|2|1|18
Luis Morales|ATH|7.3|0|0|0|12.27|2.86|5|4|0|8|1|42
Chris Roycroft|STL|3.7|0|0|0|12.27|3.55|3|1|0|5|0|25
Justin Verlander|DET|3.7|0|0|0|12.27|2.18|1|1|0|2|0|19
Andre Granillo|WSH|4.3|0|0|0|12.46|2.54|1|1|0|5|0|23
Cristian Javier|HOU|9.3|0|0|0|12.54|2.36|4|2|0|9|2|48
Angel Chivilli|NYY|0.7|0|0|0|13.5|4.5|2|1|0|2|0|5
Bailey Falter|KCR|3.3|0|0|0|13.5|3.0|4|1|0|2|0|20
Phil Maton|CHC|4.0|0|0|0|13.5|2.5|5|1|0|4|2|24
Rolddy Muñoz|ATL|2.0|0|0|0|13.5|3.0|3|1|0|1|0|12
Austin Warren|NYM|0.7|0|0|0|13.5|3.0|1|1|0|0|0|4
Matt Svanson|STL|9.7|0|0|1|13.97|2.48|9|3|0|6|1|53
Steven Cruz|KCR|5.0|0|0|0|14.4|2.2|7|4|0|4|0|26
Bryan Abreu|HOU|7.3|0|1|2|14.73|3.0|12|4|0|13|0|43
Matt Waldron|SDP|3.7|0|0|0|14.73|2.45|4|1|0|1|1|21
Tyler Heineman|TOR|3.0|0|0|0|15.0|2.67|0|1|0|1|0|17
Brandon Eisert|CHW|2.3|0|0|0|15.43|3.0|2|0|0|1|0|14
Roddery Muñoz|HOU|4.0|0|0|0|15.75|3.25|6|3|0|6|0|25
Ryan Johnson|LAA|3.3|0|0|0|16.2|3.3|2|1|0|4|0|21
Seth Johnson|PHI|1.7|0|0|0|16.2|3.6|1|0|0|2|1|13
Nick Raquet|BAL|1.7|0|0|0|16.2|2.4|0|1|0|1|1|10
Jedixson Paez|CHW|3.0|0|0|0|18.0|2.33|0|2|0|3|0|16
Joe Ross|ARI|3.7|0|0|1|19.64|3.0|2|1|0|4|0|22
Tyler Gilbert|CHW|2.7|0|0|0|20.25|2.63|2|2|0|3|0|15
Yaramil Hiraldo|BAL|1.7|0|0|0|21.6|4.2|2|2|0|4|0|12
Nick Sandlin|LAA|1.7|0|0|0|21.6|1.8|1|1|0|1|1|9
José Buttó|SFG|2.0|0|0|0|22.5|5.0|5|2|0|4|0|16
Brendon Little|TOR|3.7|0|0|0|24.55|3.55|6|3|0|3|0|24
Matt Pushard|STL|1.0|0|0|0|27.0|4.0|1|0|0|1|0|7
James McCann|ARI|1.0|0|0|0|45.0|7.0|0|1|0|0|0|10
Jackson Rutledge|WSH|1.3|0|0|0|47.25|6.0|2|0|0|2|0|12
Carlos Estévez|KCR|0.3|0|0|0|162.0|18.0|0|1|0|2|0|7
