name|team|ip|w|sv|hld|era|whip|so|hr|qs|bb|hbp|bf
Jeremiah Estrada|SDP|7.0|1|0|3|5.14|1.43|8|0|0|5|0|30
Edgardo Henriquez|LAD|7.0|1|0|0|5.14|1.43|8|1|0|3|1|30
Joe Boyle|TBR|15.7|0|0|0|5.17|1.09|16|1|1|6|0|66
Christian Roa|HOU|8.7|0|0|0|5.19|1.96|6|1|0|7|3|43
Matt Strahm|KCR|8.7|0|0|6|5.19|1.38|10|2|0|4|1|39
Kyle Leahy|STL|19.0|2|0|0|5.21|1.53|13|4|0|8|1|86
Brady Singer|CIN|23.7|1|0|0|5.32|1.65|16|3|2|7|2|110
Sam Aldegheri|LAA|1.7|1|0|0|5.4|1.8|2|1|0|1|0|8
Kyle Backhus|PHI|6.7|0|0|0|5.4|1.2|9|2|0|1|0|28
Cody Bolton|HOU|8.3|0|1|0|5.4|1.68|11|1|0|7|1|39
Noah Cameron|KCR|20.0|1|0|0|5.4|1.45|17|5|0|6|0|89
Luis Curvelo|TEX|5.0|0|0|1|5.4|1.6|3|2|0|2|0|22
Adrian Houser|SFG|21.7|0|0|0|5.4|1.57|11|2|0|7|1|101
Joe Mantiply|TOR|6.7|1|0|0|5.4|1.2|10|1|0|2|1|29
Dylan Moore|PHI|1.7|0|0|0|5.4|1.2|0|0|0|1|1|8
Mitchell Parker|WSH|5.0|1|0|0|5.4|1.4|7|1|0|0|0|23
David Peterson|NYM|23.3|0|0|0|5.4|1.67|22|1|0|10|2|110
Austin Warren|NYM|1.7|0|0|0|5.4|1.2|4|1|0|0|0|7
Shaun Anderson|LAA|14.7|1|0|0|5.52|1.3|9|3|0|6|1|61
Tanner Banks|PHI|9.7|0|0|1|5.59|1.97|11|1|0|6|0|47
Seranthony Domínguez|CHW|8.0|1|4|0|5.63|1.75|10|2|0|8|2|41
Yusei Kikuchi|LAA|24.0|0|0|0|5.63|1.63|27|3|1|11|1|111
John Schreiber|KCR|8.0|0|1|0|5.63|1.75|4|2|0|6|1|39
Ryan Yarbrough|NYY|8.0|0|0|0|5.63|1.25|4|1|0|3|2|34
Jacob Lopez|ATH|23.7|2|0|0|5.7|1.9|17|4|0|19|0|114
Angel Zerpa|MIL|11.0|0|2|2|5.73|1.73|5|1|0|5|0|47
Javier Assad|CHC|15.7|1|0|0|5.74|1.21|9|3|0|4|0|65
Lucas Erceg|KCR|9.3|1|5|1|5.79|1.71|5|0|0|7|0|39
Kevin Kelly|TBR|9.3|2|2|2|5.79|0.96|9|1|0|4|1|37
Andrew Abbott|CIN|24.7|0|0|0|5.84|1.74|15|2|1|11|0|114
Justin Bruihl|STL|12.3|0|0|4|5.84|1.38|6|1|0|8|2|56
Dustin May|STL|24.7|3|0|0|5.84|1.54|20|3|2|5|2|106
Emmet Sheehan|LAD|20.0|2|0|0|5.85|1.4|18|4|1|8|0|86
Ryan Borucki|SFG|7.7|0|0|1|5.87|1.57|8|2|0|2|0|34
Jake Woodford|MIL|10.7|1|0|0|5.91|1.78|7|1|0|2|0|51
Simeon Woods Richardson|MIN|25.7|0|0|0|5.96|1.56|13|5|1|10|0|114
Ryan Feltner|COL|18.0|1|0|0|6.0|1.5|14|5|0|7|0|79
Hunter Gaddis|CLE|3.0|0|0|1|6.0|1.33|6|1|0|1|0|13
Colin Holderman|CLE|3.0|0|0|0|6.0|1.33|3|1|0|2|0|14
Jake Irvin|WSH|24.0|1|0|0|6.0|1.29|25|4|0|11|3|106
Cole Ragans|KCR|21.0|0|0|0|6.0|1.67|22|6|2|18|0|92
Zach Agnos|COL|13.3|0|1|0|6.08|1.65|13|1|0|6|0|60
Ryan Zeferjahn|LAA|10.3|1|0|0|6.1|1.45|13|0|0|6|1|47
Roki Sasaki|LAD|17.7|0|0|0|6.11|1.87|17|4|0|12|1|85
Andrew Nardi|MIA|7.3|1|0|3|6.14|1.64|8|1|0|5|0|33
Adrian Morejon|SDP|11.7|2|1|3|6.17|1.46|12|0|0|2|0|52
Cionel Pérez|WSH|11.7|1|0|4|6.17|1.71|7|2|0|7|0|53
Chris Bassitt|BAL|16.0|0|0|0|6.19|2.13|7|1|0|11|3|83
Lance McCullers Jr.|HOU|20.3|1|0|0|6.2|1.38|21|2|1|9|2|86
Slade Cecconi|CLE|24.7|0|0|0|6.2|1.58|20|5|1|12|3|115
Luis Severino|ATH|24.7|0|0|0|6.2|1.7|27|4|0|20|2|111
Mason Fluharty|TOR|8.7|1|0|3|6.23|1.5|12|1|0|4|0|38
Michael Kelly|ATH|4.3|0|0|0|6.23|2.31|4|1|0|4|0|22
Tommy Nance|TOR|8.7|0|0|1|6.23|1.62|9|1|0|4|0|40
Jose Quintana|COL|13.0|0|0|0|6.23|1.85|4|3|0|9|0|62
Luke Weaver|NYM|8.7|1|0|2|6.23|1.04|4|1|0|3|0|36
Juan Mejia|COL|10.0|0|1|0|6.3|1.9|8|1|0|4|1|47
Cole Wilcox|SEA|10.0|0|0|0|6.3|2.0|13|1|0|6|2|51
Matt Festa|CLE|11.3|1|1|0|6.35|1.24|9|2|0|1|1|51
Chris Paddack|MIA|24.0|0|0|0|6.38|1.54|25|5|1|6|1|111
Hunter Barco|PIT|7.0|0|0|1|6.43|2.14|5|3|0|7|1|37
Cole Henry|WSH|7.0|0|0|0|6.43|1.71|8|1|0|4|1|34
Ryan Weiss|HOU|18.0|0|0|0|6.5|2.17|22|5|0|14|0|91
Connor Brogdon|CLE|9.7|2|1|2|6.52|1.14|9|3|0|2|0|42
Justin Lawrence|PIT|11.0|0|0|2|6.55|1.45|15|3|0|5|2|51
AJ Blubaugh|HOU|15.0|2|0|1|6.6|1.6|13|3|0|9|0|69
Brayan Bello|BOS|18.7|1|0|0|6.75|1.93|13|3|1|12|0|92
Matthew Boyd|CHC|9.3|1|0|0|6.75|1.18|17|1|0|3|0|37
Mike Burrows|HOU|26.7|1|0|0|6.75|1.69|25|5|0|9|1|122
Tanner Gordon|COL|8.0|0|0|0|6.75|1.63|10|3|0|4|0|36
Hunter Harvey|CHC|4.0|0|0|0|6.75|1.5|4|2|0|1|0|18
Cal Quantrill|TEX|4.0|1|0|0|6.75|1.5|5|0|0|2|0|16
Tyler Schweitzer|CHW|1.3|0|0|0|6.75|2.25|1|0|0|1|0|7
Ken Waldichuk|WSH|9.3|0|0|0|6.75|1.5|8|4|0|6|1|41
Brandon Sproat|MIL|17.0|0|0|0|6.88|1.71|16|4|1|11|0|74
Jesús Luzardo|PHI|27.3|1|0|0|6.91|1.54|33|3|1|9|1|122
Ryne Nelson|ARI|20.7|1|0|0|6.97|1.45|20|4|0|9|0|96
Drew Pomeranz|LAA|9.0|0|0|5|7.0|1.44|6|1|0|4|1|40
Yoendrys Gómez|TBR|15.3|0|1|0|7.04|1.76|12|5|0|10|1|74
Mason Englert|TBR|12.7|0|1|0|7.11|1.82|10|4|0|4|0|60
Luis García|NYM|6.3|0|0|0|7.11|2.05|4|0|0|2|0|32
Zack Littell|WSH|19.0|0|0|0|7.11|1.74|14|7|0|6|0|89
Chris Martin|TEX|6.3|1|0|1|7.11|1.74|7|1|0|0|1|29
Jordan Romano|LAA|6.3|0|4|0|7.11|1.74|10|1|0|5|0|30
Eric Lauer|TOR|17.7|1|0|0|7.13|1.47|16|4|0|10|0|79
Max Scherzer|TOR|16.3|1|0|0|7.16|1.29|10|4|2|5|1|68
Peter Lambert|HOU|5.0|0|0|0|7.2|1.6|8|0|0|1|2|24
Tyler Mahle|SFG|18.7|0|0|0|7.23|1.93|21|6|0|12|0|88
Tatsuya Imai|HOU|8.7|1|0|0|7.27|2.08|13|0|0|11|1|44
Seth Johnson|PHI|3.7|0|0|0|7.36|2.18|4|0|0|3|1|21
Mark Leiter Jr.|ATH|9.7|0|2|1|7.45|2.07|10|2|0|4|1|49
Michael Lorenzen|COL|21.7|1|0|0|7.48|2.12|16|4|0|6|3|115
Osvaldo Bido|CHW|12.0|1|1|0|7.5|1.58|8|2|0|9|2|54
Anthony Bender|MIA|8.3|1|1|3|7.56|1.92|12|0|0|8|2|43
Camilo Doval|NYY|8.3|1|0|1|7.56|1.2|8|2|0|1|0|37
Valente Bellozo|COL|10.7|0|0|0|7.59|1.59|8|5|0|7|1|48
Jeff Hoffman|TOR|10.7|1|3|1|7.59|2.06|24|2|0|6|2|57
Jake Bird|NYY|7.0|1|0|1|7.71|1.43|9|1|0|1|1|32
Garrett Cleavinger|TBR|2.3|1|0|2|7.71|3.0|3|0|0|4|0|14
Joey Lucchesi|LAA|2.3|0|0|1|7.71|3.43|2|0|0|4|1|16
Ian Seymour|TBR|11.7|0|0|4|7.71|1.46|14|1|0|3|1|51
Garrett Crochet|BOS|24.0|2|0|0|7.88|1.63|30|5|2|9|4|116
Pete Fairbanks|MIA|8.0|0|4|0|7.88|1.13|12|1|0|1|1|34
Andrés Muñoz|SEA|8.0|2|3|0|7.88|1.63|14|1|0|5|0|38
Drew Anderson|DET|11.3|0|1|1|7.94|1.68|10|2|0|7|1|54
Griffin Jax|TBR|9.0|1|0|2|8.0|1.89|10|3|0|7|0|44
J.P. France|HOU|6.7|0|0|0|8.1|1.65|4|1|0|5|1|31
Ryan Watson|BOS|13.3|0|0|1|8.1|1.8|6|3|0|7|1|65
Andrew Morris|MIN|4.3|0|0|1|8.31|2.54|4|0|0|2|0|24
Elvis Alvarado|ATH|9.7|2|0|3|8.38|1.86|9|1|0|7|0|44
Alex Lange|KCR|9.7|0|0|0|8.38|1.86|16|2|0|6|1|47
Joel Payamps|ATL|5.3|0|0|1|8.44|1.69|7|2|0|3|0|25
José Urquidy|PIT|6.3|0|1|0|8.53|2.68|6|1|0|2|0|36
Colton Gordon|HOU|7.3|0|0|0|8.59|2.05|11|4|0|1|1|36
Kodai Senga|NYM|17.3|0|0|0|8.83|1.9|22|4|1|10|0|82
Luinder Avila|KCR|6.0|0|0|0|9.0|3.0|6|1|0|4|0|33
Charlie Barnes|CHC|3.0|0|0|0|9.0|2.33|1|0|0|3|1|17
Jake Eder|LAD|1.0|0|0|0|9.0|2.0|0|0|0|1|0|5
Logan Henderson|MIL|2.0|0|0|0|9.0|2.0|3|0|0|1|0|9
Luke Little|CHC|1.0|0|0|0|9.0|2.0|1|1|0|0|0|5
Trevor Megill|MIL|8.0|0|4|2|9.0|1.63|10|0|0|4|1|39
Miguel Rojas|LAD|1.0|0|0|0|9.0|2.0|0|0|0|1|1|6
Ryne Stanek|STL|10.0|1|1|4|9.0|2.4|14|1|0|10|0|54
Joey Wiemer|WSH|1.0|0|0|0|9.0|3.0|0|0|0|1|1|7
Ben Williamson|TBR|1.0|0|0|0|9.0|1.0|0|1|0|0|0|4
Miles Mikolas|WSH|19.7|0|0|0|9.15|1.98|15|6|0|10|0|98
Taijuan Walker|PHI|18.7|1|0|0|9.16|2.04|16|6|0|10|1|94
Anthony Banda|MIN|9.7|1|0|1|9.31|1.45|10|1|0|2|4|46
Merrill Kelly|ARI|9.7|1|0|0|9.31|2.28|8|4|0|7|0|50
Ben Casparius|LAD|4.7|0|0|0|9.64|2.14|4|1|0|4|0|23
José Alvarado|PHI|7.3|0|0|3|9.82|2.18|10|0|0|4|2|40
Cameron Foster|BAL|3.7|0|0|0|9.82|2.73|6|0|0|4|0|21
Johan Oviedo|BOS|3.7|0|0|0|9.82|1.91|3|2|0|1|1|18
Taylor Rashi|ARI|3.7|1|0|0|9.82|1.09|4|1|0|1|0|15
Kyle Nicolas|CIN|6.3|1|0|0|9.95|2.53|7|1|0|10|0|35
Devin Williams|NYM|6.3|0|2|0|9.95|2.68|11|1|0|6|0|36
Enmanuel De Jesus|DET|8.0|1|0|0|10.13|2.75|9|0|0|6|0|47
Shane Drohan|MIL|2.7|0|0|0|10.13|2.63|2|0|0|4|0|15
Kolby Allard|CLE|8.7|0|0|0|10.38|2.19|9|2|0|3|1|45
Edwin Díaz|LAD|6.0|1|4|0|10.5|2.33|10|1|0|5|1|33
Chris Murphy|CHW|6.0|1|1|0|10.5|2.33|6|1|0|5|0|32
Shane Smith|CHW|8.3|0|0|0|10.8|2.52|11|1|0|9|1|49
George Klassen|LAA|4.7|0|0|0|11.57|3.64|6|1|0|10|0|32
Josh Fleming|TOR|3.0|0|0|0|12.0|2.67|1|1|0|2|1|18
Matt Svanson|STL|12.0|0|0|1|12.0|2.42|10|3|0|11|1|64
Luis Morales|ATH|7.3|0|0|0|12.27|2.86|5|4|0|8|1|42
Chris Roycroft|STL|3.7|0|0|0|12.27|3.55|3|1|0|5|0|25
Justin Verlander|DET|3.7|0|0|0|12.27|2.18|1|1|0|2|0|19
Andre Granillo|WSH|4.3|0|0|0|12.46|2.54|1|1|0|5|0|23
Nick Sandlin|LAA|4.3|0|0|0|12.46|1.62|4|1|0|3|1|21
Cristian Javier|HOU|9.3|0|0|0|12.54|2.36|4|2|0|9|2|48
Bailey Falter|KCR|3.3|0|0|0|13.5|3.0|4|1|0|2|0|20
Phil Maton|CHC|4.0|0|0|0|13.5|2.5|5|1|0|4|2|24
Rolddy Muñoz|ATL|2.0|0|0|0|13.5|3.0|3|1|0|1|0|12
Mitch Spence|KCR|4.0|0|0|0|13.5|2.25|3|1|0|5|0|21
Steven Cruz|KCR|5.0|0|0|0|14.4|2.2|7|4|0|4|0|26
Bryan Abreu|HOU|7.3|0|1|2|14.73|3.0|12|4|0|13|0|43
Matt Waldron|SDP|3.7|0|0|0|14.73|2.45|4|1|0|1|1|21
Tyler Heineman|TOR|3.0|0|0|0|15.0|2.67|0|1|0|1|0|17
Brandon Eisert|CHW|2.3|0|0|0|15.43|3.0|2|0|0|1|0|14
Roddery Muñoz|HOU|4.0|0|0|0|15.75|3.25|6|3|0|6|0|25
Ryan Johnson|LAA|3.3|0|0|0|16.2|3.3|2|1|0|4|0|21
Nick Raquet|BAL|1.7|0|0|0|16.2|2.4|0|1|0|1|1|10
Julian Fernández|WSH|1.0|0|0|0|18.0|4.0|1|0|0|2|0|7
Jedixson Paez|CHW|3.0|0|0|0|18.0|2.33|0|2|0|3|0|16
Joe Ross|ARI|3.7|0|0|1|19.64|3.0|2|1|0|4|0|22
Tyler Gilbert|CHW|2.7|0|0|0|20.25|2.63|2|2|0|3|0|15
Yaramil Hiraldo|BAL|1.7|0|0|0|21.6|4.2|2|2|0|4|0|12
José Buttó|SFG|2.0|0|0|0|22.5|5.0|5|2|0|4|0|16
James McCann|ARI|2.0|0|0|0|22.5|4.5|0|1|0|1|0|14
Brendon Little|TOR|3.7|0|0|0|24.55|3.55|6|3|0|3|0|24
Ian Hamilton|ATL|1.0|0|0|0|27.0|4.0|1|0|0|2|0|7
Matt Pushard|STL|1.0|0|0|0|27.0|4.0|1|0|0|1|0|7
Jackson Rutledge|WSH|1.3|0|0|0|47.25|6.0|2|0|0|2|0|12
Cam Sanders|PIT|0.7|0|0|0|54.0|6.0|2|0|0|1|0|6
Carlos Estévez|KCR|0.3|0|0|0|162.0|18.0|0|1|0|2|0|7
