name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|avg|obp|slg
Taylor Walls|TBR|52|0|7|4|3|14|3|9|45|0|0.2|0.265|0.222
Gunnar Henderson|BAL|114|7|15|15|4|33|11|20|101|1|0.198|0.281|0.465
Matt McLain|CIN|103|0|10|4|4|25|15|17|86|0|0.198|0.33|0.256
Yainer Diaz|HOU|76|1|5|10|0|11|3|14|71|2|0.197|0.224|0.282
Sal Frelick|MIL|83|1|10|5|1|12|10|14|71|0|0.197|0.305|0.268
Evan Carter|TEX|83|2|8|7|3|18|14|13|66|1|0.197|0.333|0.348
Luisangel Acuña|CHW|67|0|6|3|6|10|3|12|61|1|0.197|0.242|0.213
Marcelo Mayer|BOS|65|1|6|3|1|13|6|11|56|1|0.196|0.281|0.321
Pedro Pagés|STL|52|1|5|5|1|11|2|9|46|1|0.196|0.255|0.304
Jake McCarthy|COL|49|0|2|3|5|10|4|8|41|0|0.195|0.283|0.317
Lane Thomas|KCR|50|0|4|1|2|9|9|8|41|0|0.195|0.34|0.22
Freddy Fermin|SDP|45|0|9|2|0|9|6|7|36|1|0.194|0.333|0.278
Josh Smith|TEX|78|0|5|6|1|15|9|13|67|1|0.194|0.295|0.224
Reese McGuire|CHW|31|0|1|3|0|7|2|5|26|0|0.192|0.3|0.192
Joey Ortiz|MIL|59|0|10|4|4|14|5|10|52|0|0.192|0.263|0.192
Thomas Saggese|STL|51|0|5|2|0|16|4|9|47|0|0.191|0.255|0.234
Logan O'Hoppe|LAA|82|1|7|8|0|20|10|13|68|1|0.191|0.317|0.25
Sam Antonacci|CHW|25|1|2|3|0|1|2|4|21|0|0.19|0.32|0.429
Trevor Story|BOS|102|2|7|17|2|33|5|18|95|2|0.189|0.225|0.305
Will Benson|CIN|39|0|3|1|1|10|7|6|32|0|0.188|0.333|0.281
Zack Gelof|ATH|17|0|3|2|0|6|0|3|16|0|0.188|0.188|0.25
Dansby Swanson|CHC|95|5|20|15|1|23|18|14|75|2|0.187|0.337|0.4
Matt Wallner|MIN|85|3|12|7|0|35|7|14|75|0|0.187|0.282|0.333
Spencer Torkelson|DET|86|0|5|6|0|26|15|13|70|0|0.186|0.337|0.229
Blaze Alexander|BAL|61|0|7|1|3|19|4|10|54|0|0.185|0.254|0.204
George Springer|TOR|62|2|4|6|1|14|8|10|54|0|0.185|0.29|0.37
Austin Wells|NYY|68|1|4|2|0|12|13|10|54|1|0.185|0.338|0.259
Alek Thomas|ARI|69|1|7|8|3|15|2|12|65|0|0.185|0.221|0.338
Isaac Collins|KCR|67|1|8|4|0|24|6|11|60|0|0.183|0.269|0.25
Jazz Chisholm Jr.|NYY|87|0|6|3|8|27|9|14|77|0|0.182|0.276|0.247
J.P. Crawford|SEA|69|1|7|6|0|14|13|10|55|0|0.182|0.348|0.291
CJ Kayfus|CLE|25|1|4|2|0|8|2|4|22|0|0.182|0.28|0.364
Davis Schneider|TOR|41|1|10|5|0|13|8|6|33|0|0.182|0.341|0.333
Nasim Nuñez|WSH|84|0|12|6|10|17|9|13|72|0|0.181|0.28|0.194
Salvador Perez|KCR|95|3|6|6|0|20|4|16|89|1|0.18|0.221|0.315
Mookie Betts|LAD|32|2|7|7|0|4|3|5|28|0|0.179|0.281|0.429
Jorge Polanco|NYM|61|1|3|2|0|11|5|10|56|0|0.179|0.246|0.286
Manny Machado|SDP|92|2|10|11|1|19|17|13|73|2|0.178|0.326|0.288
Marcell Ozuna|PIT|79|2|6|7|0|20|6|13|73|0|0.178|0.241|0.288
Miguel Vargas|CHW|97|4|15|11|3|15|15|14|79|1|0.177|0.32|0.392
Cal Raleigh|SEA|109|4|8|13|1|32|12|17|96|1|0.177|0.266|0.333
Luis Matos|MIL|18|0|0|0|0|7|1|3|17|0|0.176|0.222|0.176
Brice Matthews|HOU|39|1|3|5|1|17|4|6|34|0|0.176|0.263|0.353
Yoán Moncada|LAA|84|3|8|9|0|28|14|12|68|0|0.176|0.333|0.338
Jakob Marsee|MIA|109|1|16|5|8|24|15|16|91|1|0.176|0.303|0.264
Luis Rengifo|MIL|70|0|7|5|1|10|5|11|63|1|0.175|0.243|0.27
Henry Davis|PIT|54|0|5|3|1|10|5|8|46|0|0.174|0.283|0.239
Austin Slater|MIA|28|0|1|1|1|9|4|4|23|1|0.174|0.286|0.174
Graham Pauley|MIA|55|0|5|5|1|15|2|9|52|0|0.173|0.204|0.288
Michael Busch|CHC|93|0|11|5|0|19|11|14|81|1|0.173|0.269|0.198
Juan Brito|CLE|45|0|5|3|0|13|3|7|41|0|0.171|0.244|0.244
Drew Millas|WSH|46|0|4|3|0|13|4|7|41|0|0.171|0.244|0.22
Josh Naylor|SEA|99|2|4|9|1|16|9|15|88|1|0.17|0.253|0.261
Denzel Clarke|ATH|60|0|4|6|2|24|4|9|53|0|0.17|0.228|0.189
Edgar Quero|CHW|62|0|1|3|1|14|6|9|53|1|0.17|0.262|0.189
Samuel Basallo|BAL|70|3|7|6|0|17|10|10|60|0|0.167|0.286|0.317
Jordan Beck|COL|52|1|4|7|2|10|3|8|48|1|0.167|0.212|0.271
Kody Clemens|MIN|49|2|4|3|4|17|5|7|42|0|0.167|0.271|0.333
Randal Grichuk|NYY|26|0|6|2|0|8|1|4|24|1|0.167|0.192|0.292
Trent Grisham|NYY|81|3|10|14|1|14|15|11|66|0|0.167|0.321|0.348
Dustin Harris|HOU|24|0|4|1|2|1|5|3|18|0|0.167|0.375|0.222
Jonathan India|KCR|58|2|8|8|0|13|8|8|48|0|0.167|0.31|0.313
Pavin Smith|ARI|8|0|1|1|0|2|2|1|6|0|0.167|0.375|0.167
Colton Cowser|BAL|57|0|5|3|0|18|6|8|49|1|0.163|0.25|0.184
Jarren Duran|BOS|75|1|12|10|3|22|6|11|68|0|0.162|0.24|0.25
Brandon Valenzuela|TOR|32|1|2|2|0|12|1|5|31|0|0.161|0.188|0.258
Nick Castellanos|SDP|47|0|1|5|0|13|3|7|44|0|0.159|0.213|0.227
Josh Lowe|LAA|71|3|5|9|1|21|5|10|63|1|0.159|0.229|0.317
J.C. Escarra|NYY|20|0|2|4|0|6|1|3|19|0|0.158|0.2|0.316
Coby Mayo|BAL|65|1|7|7|1|18|8|9|57|0|0.158|0.262|0.246
Tyler Stephenson|CIN|68|2|3|5|0|20|10|9|57|1|0.158|0.279|0.263
TJ Friedl|CIN|97|0|8|4|4|21|10|13|83|0|0.157|0.263|0.181
Joey Bart|PIT|36|1|4|3|0|14|2|5|32|1|0.156|0.222|0.281
Cedric Mullins|TBR|85|2|7|8|4|18|3|12|77|1|0.156|0.205|0.286
Jake Cronenworth|SDP|82|1|11|3|0|18|10|11|71|0|0.155|0.268|0.225
Caleb Durbin|BOS|80|0|7|7|0|12|7|11|71|0|0.155|0.25|0.225
Sam Haggerty|TEX|14|0|2|0|1|7|1|2|13|0|0.154|0.214|0.154
Heriberto Hernández|MIA|62|0|3|9|3|13|9|8|52|0|0.154|0.29|0.192
Paul Goldschmidt|NYY|25|1|5|3|0|6|4|3|20|0|0.15|0.32|0.4
Alejandro Kirk|TOR|22|1|2|2|0|2|2|3|20|0|0.15|0.227|0.35
Brent Rooker|ATH|49|2|4|8|2|17|6|6|41|2|0.146|0.245|0.293
Patrick Bailey|SFG|60|0|3|1|1|12|5|8|55|0|0.145|0.217|0.145
Christian Koss|SFG|7|0|0|0|0|0|0|1|7|0|0.143|0.143|0.286
Jared Oliva|SFG|7|0|1|0|1|1|0|1|7|0|0.143|0.143|0.143
Vinnie Pasquantino|KCR|105|2|7|11|0|23|10|13|91|3|0.143|0.229|0.242
Ryan Ritter|COL|7|0|1|0|0|3|0|1|7|0|0.143|0.143|0.143
Leo Rivas|SEA|68|0|4|5|0|22|10|8|56|1|0.143|0.279|0.196
Jake Rogers|DET|24|0|2|4|1|7|0|3|21|2|0.143|0.167|0.238
Tim Tawa|ARI|43|0|1|2|0|7|5|5|36|1|0.139|0.238|0.194
Noelvi Marte|CIN|31|0|2|0|1|10|2|4|29|0|0.138|0.194|0.138
Bo Naylor|CLE|55|1|1|3|0|12|4|7|51|0|0.137|0.2|0.216
Carson Benge|NYM|73|1|6|3|6|18|7|9|66|0|0.136|0.219|0.197
Travis d'Arnaud|LAA|18|0|1|0|0|5|1|2|15|0|0.133|0.278|0.2
Mitch Garver|SEA|27|0|1|0|0|9|4|3|23|0|0.13|0.259|0.13
Carson Williams|TBR|25|0|4|3|0|9|1|3|23|0|0.13|0.167|0.174
Alec Bohm|PHI|88|1|4|11|0|14|6|10|78|2|0.128|0.205|0.179
Ryan McMahon|NYY|57|1|4|4|0|19|10|6|47|0|0.128|0.281|0.191
Rece Hinds|CIN|27|0|2|5|0|11|1|3|24|1|0.125|0.185|0.208
Connor Joe|SEA|9|0|0|0|1|3|1|1|8|0|0.125|0.222|0.125
Yohel Pozo|STL|16|0|0|3|0|0|0|2|16|0|0.125|0.125|0.188
Andy Ibáñez|ATH|18|0|1|3|0|2|1|2|17|0|0.118|0.167|0.118
Blake Perkins|MIL|41|0|3|3|1|11|5|4|34|0|0.118|0.25|0.176
Harrison Bader|SFG|55|1|4|3|0|17|2|6|52|1|0.115|0.145|0.192
Jeimer Candelario|LAA|20|0|3|0|0|8|1|2|18|0|0.111|0.2|0.222
Shay Whitcomb|HOU|10|1|1|3|0|6|1|1|9|0|0.111|0.2|0.444
Otto Kemp|PHI|22|0|0|0|0|9|1|2|20|0|0.1|0.182|0.1
Austin Wynns|ATH|23|0|2|0|0|3|2|2|20|0|0.1|0.182|0.1
Bryce Teodosio|LAA|23|0|1|1|1|9|1|2|21|0|0.095|0.136|0.095
Lourdes Gurriel Jr.|ARI|12|0|1|1|0|1|1|1|11|0|0.091|0.167|0.091
James Outman|MIN|24|0|3|0|3|10|2|2|22|0|0.091|0.167|0.136
Jose Trevino|CIN|12|0|0|0|0|3|1|1|11|0|0.091|0.167|0.091
Ke'Bryan Hayes|CIN|65|1|3|1|0|6|6|5|59|0|0.085|0.169|0.136
Carlos Santana|ARI|26|0|1|0|0|8|2|2|24|0|0.083|0.154|0.125
Rob Refsnyder|SEA|30|1|2|1|0|6|3|2|27|0|0.074|0.167|0.185
Wenceel Pérez|DET|30|1|3|1|0|3|2|2|28|0|0.071|0.133|0.179
Rafael Marchán|PHI|32|1|1|2|0|7|0|2|31|0|0.065|0.094|0.161
Addison Barger|TOR|23|0|1|2|0|6|3|1|19|1|0.053|0.174|0.105
Ryan Bliss|SEA|2|0|0|0|0|2|0|0|2|0|0.0|0.0|0.0
Will Brennan|SFG|4|0|0|0|0|0|0|0|4|0|0.0|0.0|0.0
Dylan Carlson|CHC|4|0|1|0|0|2|0|0|4|0|0.0|0.0|0.0
Daniel Johnson|HOU|2|0|0|0|0|0|1|0|0|0|0.0|1.0|0.0
Dylan Moore|PHI|10|0|1|0|0|5|2|0|8|0|0.0|0.2|0.0
Tommy Pham|NYM|8|0|0|0|0|4|0|0|8|0|0.0|0.0|0.0
Jeferson Quero|MIL|2|0|0|0|0|0|1|0|1|0|0.0|0.5|0.0
Johnathan Rodríguez|BAL|11|0|0|1|0|4|3|0|7|1|0.0|0.273|0.0
Luke Williams|ATL|1|0|0|0|0|0|1|0|0|0|0.0|1.0|0.0
Patrick Wisdom|SEA|1|0|0|0|0|1|0|0|1|0|0.0|0.0|0.0
