name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|avg|obp|slg
Paul Goldschmidt|NYY|20|1|4|3|0|5|3|3|16|0|0.188|0.35|0.5
Michael Massey|KCR|17|0|1|0|0|5|1|3|16|0|0.188|0.235|0.25
Yainer Diaz|HOU|63|1|4|9|0|10|3|11|59|1|0.186|0.222|0.254
David Hamilton|MIL|56|0|8|3|4|10|9|8|43|0|0.186|0.34|0.186
Matt McLain|CIN|86|0|8|3|3|20|14|13|70|0|0.186|0.337|0.229
Matt Wallner|MIN|79|3|11|6|0|33|6|13|70|0|0.186|0.278|0.343
Evan Carter|TEX|66|2|8|4|3|16|11|10|54|0|0.185|0.323|0.352
Yoán Moncada|LAA|67|3|8|8|0|24|11|10|54|0|0.185|0.343|0.389
George Springer|TOR|62|2|4|6|1|14|8|10|54|0|0.185|0.29|0.37
Keibert Ruiz|WSH|41|1|3|8|0|5|1|7|38|1|0.184|0.22|0.316
Austin Wells|NYY|60|1|4|1|0|12|11|9|49|0|0.184|0.333|0.265
CJ Kayfus|CLE|25|1|4|2|0|8|2|4|22|0|0.182|0.28|0.364
Nathaniel Lowe|CIN|26|0|0|5|0|5|4|4|22|0|0.182|0.308|0.273
Austin Slater|MIA|27|0|1|1|1|9|4|4|22|1|0.182|0.296|0.182
Andrew Benintendi|CHW|55|0|3|2|0|21|5|9|50|0|0.18|0.255|0.3
Mookie Betts|LAD|32|2|7|7|0|4|3|5|28|0|0.179|0.281|0.429
Drew Millas|WSH|33|0|2|3|0|7|4|5|28|0|0.179|0.281|0.214
Jorge Polanco|NYM|61|1|3|2|0|11|5|10|56|0|0.179|0.246|0.286
Sal Frelick|MIL|73|1|7|3|1|12|9|11|62|0|0.177|0.292|0.258
Munetaka Murakami|CHW|80|5|13|9|0|27|17|11|62|1|0.177|0.35|0.419
Juan Brito|CLE|37|0|4|1|0|10|3|6|34|0|0.176|0.243|0.235
Jahmai Jones|DET|17|0|1|1|0|6|0|3|17|0|0.176|0.176|0.235
Marcelo Mayer|BOS|59|1|5|3|1|13|6|9|51|1|0.176|0.259|0.294
Nick Castellanos|SDP|43|0|1|5|0|9|3|7|40|0|0.175|0.233|0.25
Jazz Chisholm Jr.|NYY|78|0|6|3|8|23|8|12|69|0|0.174|0.269|0.246
Graham Pauley|MIA|48|0|5|5|1|13|1|8|46|0|0.174|0.191|0.304
Edgar Quero|CHW|53|0|1|2|1|11|6|8|46|0|0.174|0.269|0.196
Brandon Valenzuela|TOR|24|1|2|2|0|10|1|4|23|0|0.174|0.208|0.304
Vinnie Pasquantino|KCR|86|2|6|10|0|18|8|13|75|2|0.173|0.256|0.293
Josh Smith|TEX|65|0|3|5|1|12|7|10|58|0|0.172|0.262|0.19
Jarren Duran|BOS|71|1|12|10|3|20|6|11|64|0|0.172|0.254|0.266
Leo Rivas|SEA|51|0|4|3|0|17|10|7|41|0|0.171|0.333|0.22
Denzel Clarke|ATH|52|0|4|6|1|20|3|8|47|0|0.17|0.22|0.191
Marcell Ozuna|PIT|65|1|5|5|0|14|6|10|59|0|0.169|0.246|0.237
Michael Busch|CHC|76|0|9|3|0|15|10|11|65|1|0.169|0.276|0.2
Miguel Vargas|CHW|78|2|11|8|3|14|10|11|65|1|0.169|0.295|0.338
Cal Raleigh|SEA|88|2|6|11|1|29|10|13|77|1|0.169|0.261|0.286
Luisangel Acuña|CHW|59|0|4|2|4|8|2|9|54|1|0.167|0.207|0.167
Will Benson|CIN|34|0|1|1|0|10|4|5|30|0|0.167|0.265|0.267
J.P. Crawford|SEA|48|0|5|4|0|10|11|6|36|0|0.167|0.375|0.194
Sam Haggerty|TEX|13|0|2|0|1|6|1|2|12|0|0.167|0.231|0.167
Jonathan India|KCR|58|2|8|8|0|13|8|8|48|0|0.167|0.31|0.313
Ryan Kreidler|MIN|14|2|2|4|0|3|2|2|12|0|0.167|0.286|0.667
Coby Mayo|BAL|55|0|4|4|1|16|7|8|48|0|0.167|0.273|0.208
Pavin Smith|ARI|8|0|1|1|0|2|2|1|6|0|0.167|0.375|0.167
Tyler Stephenson|CIN|51|2|3|3|0|14|8|7|43|0|0.163|0.294|0.302
Freddy Fermin|SDP|37|0|7|2|0|8|4|5|31|1|0.161|0.27|0.226
Salvador Perez|KCR|81|3|5|6|0|17|4|12|75|1|0.16|0.21|0.307
Carson Benge|NYM|63|1|5|3|5|16|6|9|57|0|0.158|0.238|0.228
Jonah Heim|ATL|22|0|1|2|0|3|3|3|19|0|0.158|0.273|0.211
Jakob Marsee|MIA|91|0|13|4|8|21|12|12|77|1|0.156|0.275|0.221
Santiago Espinal|LAD|14|0|1|2|0|2|0|2|13|0|0.154|0.154|0.231
Andy Ibáñez|ATH|14|0|1|2|0|2|1|2|13|0|0.154|0.214|0.154
Luis Rengifo|MIL|57|0|5|4|1|9|3|8|52|1|0.154|0.211|0.25
Kody Clemens|MIN|39|2|3|3|4|14|5|5|33|0|0.152|0.282|0.333
Alejandro Kirk|TOR|22|1|2|2|0|2|2|3|20|0|0.15|0.227|0.35
Heriberto Hernández|MIA|56|0|3|6|3|13|9|7|47|0|0.149|0.286|0.191
Joey Bart|PIT|31|1|3|3|0|13|2|4|27|1|0.148|0.226|0.259
Samuel Basallo|BAL|61|3|6|4|0|16|7|8|54|0|0.148|0.246|0.315
Brent Rooker|ATH|49|2|4|8|2|17|6|6|41|2|0.146|0.245|0.293
Trent Grisham|NYY|76|2|9|11|1|13|14|9|62|0|0.145|0.303|0.29
TJ Friedl|CIN|82|0|7|1|3|19|10|10|69|0|0.145|0.272|0.145
Jake Cronenworth|SDP|71|1|9|3|0|15|8|9|63|0|0.143|0.239|0.206
Mitch Garver|SEA|17|0|0|0|0|7|3|2|14|0|0.143|0.294|0.143
Drew Gilbert|SFG|9|1|2|1|0|2|2|1|7|0|0.143|0.333|0.571
Greg Jones|MIL|8|0|0|1|1|2|0|1|7|0|0.143|0.143|0.143
Christian Koss|SFG|7|0|0|0|0|0|0|1|7|0|0.143|0.143|0.286
Bo Naylor|CLE|46|0|0|2|0|9|4|6|42|0|0.143|0.217|0.167
Jared Oliva|SFG|7|0|1|0|1|1|0|1|7|0|0.143|0.143|0.143
Ryan Ritter|COL|7|0|1|0|0|3|0|1|7|0|0.143|0.143|0.143
Travis d'Arnaud|LAA|15|0|1|0|0|4|1|2|14|0|0.143|0.2|0.214
Ryan McMahon|NYY|51|1|3|4|0|16|8|6|43|0|0.14|0.275|0.209
Caleb Durbin|BOS|65|0|6|6|0|9|5|8|58|0|0.138|0.231|0.19
Noelvi Marte|CIN|31|0|2|0|1|10|2|4|29|0|0.138|0.194|0.138
Josh Lowe|LAA|59|2|4|7|1|18|5|7|51|1|0.137|0.224|0.275
Alec Bohm|PHI|73|1|4|10|0|13|5|9|66|1|0.136|0.205|0.197
Blake Perkins|MIL|35|0|1|2|1|9|4|4|30|0|0.133|0.235|0.2
Yohel Pozo|STL|15|0|0|3|0|0|0|2|15|0|0.133|0.133|0.2
Jordan Beck|COL|41|1|3|6|2|9|3|5|38|0|0.132|0.195|0.237
Carson Williams|TBR|25|0|4|3|0|9|1|3|23|0|0.13|0.167|0.174
Alek Thomas|ARI|58|0|5|6|3|15|2|7|54|0|0.13|0.175|0.222
Cedric Mullins|TBR|69|1|6|5|3|15|3|8|62|1|0.129|0.191|0.226
Patrick Bailey|SFG|50|0|3|1|1|8|3|6|47|0|0.128|0.18|0.128
Sam Antonacci|CHW|10|0|1|0|0|0|1|1|8|0|0.125|0.3|0.125
Austin Wynns|ATH|18|0|1|0|0|2|1|2|16|0|0.125|0.176|0.125
Josh Naylor|SEA|84|2|4|7|0|15|7|9|76|0|0.118|0.202|0.197
Harrison Bader|SFG|55|1|4|3|0|17|2|6|52|1|0.115|0.145|0.192
Jeimer Candelario|LAA|20|0|3|0|0|8|1|2|18|0|0.111|0.2|0.222
Brice Matthews|HOU|30|1|1|3|0|15|3|3|27|0|0.111|0.2|0.259
Bryce Teodosio|LAA|21|0|1|1|1|8|1|2|19|0|0.105|0.15|0.105
Otto Kemp|PHI|22|0|0|0|0|9|1|2|20|0|0.1|0.182|0.1
Bryce Johnson|SDP|13|0|1|1|1|6|1|1|11|0|0.091|0.167|0.182
Tim Tawa|ARI|39|0|1|1|0|7|4|3|33|1|0.091|0.184|0.121
Jose Trevino|CIN|12|0|0|0|0|3|1|1|11|0|0.091|0.167|0.091
Carlos Santana|ARI|26|0|1|0|0|8|2|2|24|0|0.083|0.154|0.125
Jake Rogers|DET|16|0|2|2|0|6|0|1|14|1|0.071|0.125|0.143
J.C. Escarra|NYY|16|0|0|1|0|6|1|1|15|0|0.067|0.125|0.067
Nathan Lukes|TOR|34|0|2|2|0|6|1|2|31|1|0.065|0.118|0.065
Ke'Bryan Hayes|CIN|51|0|1|0|0|4|4|3|47|0|0.064|0.137|0.064
Randal Grichuk|NYY|17|0|5|0|0|7|1|1|16|0|0.063|0.118|0.125
Addison Barger|TOR|23|0|1|2|0|6|3|1|19|1|0.053|0.174|0.105
Wenceel Pérez|DET|20|1|1|1|0|2|1|1|19|0|0.053|0.1|0.211
Rafael Marchán|PHI|22|1|1|2|0|3|0|1|21|0|0.048|0.091|0.19
Ryan Bliss|SEA|2|0|0|0|0|2|0|0|2|0|0.0|0.0|0.0
Will Brennan|SFG|4|0|0|0|0|0|0|0|4|0|0.0|0.0|0.0
Dylan Carlson|CHC|4|0|1|0|0|2|0|0|4|0|0.0|0.0|0.0
Zack Gelof|ATH|4|0|2|0|0|3|0|0|3|0|0.0|0.0|0.0
Rece Hinds|CIN|10|0|0|0|0|5|0|0|10|0|0.0|0.0|0.0
Connor Joe|SEA|5|0|0|0|0|2|0|0|5|0|0.0|0.0|0.0
Scott Kingery|CHC|2|0|1|0|1|0|0|0|2|0|0.0|0.0|0.0
Hao-Yu  Lee|DET|3|0|0|0|0|1|0|0|3|0|0.0|0.0|0.0
Dylan Moore|PHI|9|0|1|0|0|4|2|0|7|0|0.0|0.222|0.0
James Outman|MIN|20|0|1|0|2|10|2|0|18|0|0.0|0.1|0.0
Tommy Pham|NYM|7|0|0|0|0|3|0|0|7|0|0.0|0.0|0.0
Jeferson Quero|MIL|2|0|0|0|0|0|1|0|1|0|0.0|0.5|0.0
Rob Refsnyder|SEA|19|0|0|0|0|5|3|0|16|0|0.0|0.158|0.0
Johnathan Rodríguez|BAL|8|0|0|1|0|3|2|0|5|1|0.0|0.25|0.0
Tyler Tolbert|KCR|4|0|0|0|1|1|0|0|4|0|0.0|0.0|0.0
Shay Whitcomb|HOU|3|0|0|0|0|2|1|0|2|0|0.0|0.333|0.0
Luke Williams|ATL|1|0|0|0|0|0|1|0|0|0|0.0|1.0|0.0
Patrick Wisdom|SEA|1|0|0|0|0|1|0|0|1|0|0.0|0.0|0.0
