name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|avg|obp|slg
Lane Thomas|KCR|49|0|3|1|2|9|8|8|41|0|0.195|0.327|0.22
Ramón Urías|STL|43|2|8|4|0|8|5|7|36|0|0.194|0.326|0.444
Davis Schneider|TOR|38|1|8|5|0|12|7|6|31|0|0.194|0.342|0.355
Trevor Story|BOS|93|2|5|17|2|31|3|17|88|2|0.193|0.215|0.307
Rhys Hoskins|CLE|63|1|9|5|0|18|11|10|52|0|0.192|0.333|0.346
Lawrence Butler|ATH|75|2|8|7|3|19|7|13|68|0|0.191|0.267|0.309
Sal Frelick|MIL|79|1|8|4|1|12|9|13|68|0|0.191|0.295|0.265
Evan Carter|TEX|79|2|8|6|3|17|13|12|63|1|0.19|0.325|0.349
Yainer Diaz|HOU|67|1|4|9|0|11|3|12|63|1|0.19|0.224|0.27
Isaac Paredes|HOU|74|0|6|8|0|16|7|12|63|0|0.19|0.311|0.254
Marcell Ozuna|PIT|75|2|6|7|0|18|6|13|69|0|0.188|0.253|0.304
Dansby Swanson|CHC|86|4|19|12|1|21|15|13|69|2|0.188|0.326|0.377
Will Benson|CIN|38|0|3|1|1|10|6|6|32|0|0.188|0.316|0.281
Luis Matos|MIL|17|0|0|0|0|7|1|3|16|0|0.188|0.235|0.188
Matt McLain|CIN|92|0|8|3|3|22|15|14|75|0|0.187|0.337|0.227
Henry Davis|PIT|51|0|5|3|1|9|5|8|43|0|0.186|0.3|0.256
Manny Machado|SDP|88|2|10|10|1|18|16|13|70|2|0.186|0.33|0.3
George Springer|TOR|62|2|4|6|1|14|8|10|54|0|0.185|0.29|0.37
Brandon Valenzuela|TOR|28|1|2|2|0|12|1|5|27|0|0.185|0.214|0.296
Nasim Nuñez|WSH|76|0|11|5|8|15|8|12|65|0|0.185|0.284|0.2
Josh Smith|TEX|74|0|4|5|1|14|8|12|65|0|0.185|0.284|0.2
Juan Brito|CLE|41|0|5|3|0|13|3|7|38|0|0.184|0.244|0.263
Tyler Stephenson|CIN|59|2|3|5|0|17|9|9|49|1|0.184|0.305|0.306
Freddy Fermin|SDP|41|0|9|2|0|9|6|6|33|1|0.182|0.317|0.242
CJ Kayfus|CLE|25|1|4|2|0|8|2|4|22|0|0.182|0.28|0.364
Drew Millas|WSH|38|0|3|3|0|8|4|6|33|0|0.182|0.27|0.242
Austin Slater|MIA|27|0|1|1|1|9|4|4|22|1|0.182|0.296|0.182
Spencer Torkelson|DET|81|0|5|6|0|23|14|12|66|0|0.182|0.333|0.227
Matt Wallner|MIN|81|3|11|6|0|34|6|13|72|0|0.181|0.272|0.333
Kyle Manzardo|CLE|68|1|3|3|0|25|5|11|61|0|0.18|0.265|0.246
Isaac Collins|KCR|57|1|7|4|0|20|6|9|50|0|0.18|0.281|0.26
Austin Wells|NYY|64|1|4|2|0|12|13|9|50|1|0.18|0.344|0.26
Mookie Betts|LAD|32|2|7|7|0|4|3|5|28|0|0.179|0.281|0.429
Jorge Polanco|NYM|61|1|3|2|0|11|5|10|56|0|0.179|0.246|0.286
David Hamilton|MIL|59|0|9|3|5|10|10|8|45|0|0.178|0.339|0.178
Colton Cowser|BAL|54|0|5|3|0|16|6|8|46|1|0.174|0.264|0.196
Isiah Kiner-Falefa|BOS|25|0|3|0|0|4|2|4|23|0|0.174|0.24|0.174
Michael Massey|KCR|24|0|1|2|0|7|1|4|23|0|0.174|0.208|0.261
Miguel Vargas|CHW|92|3|13|10|3|15|14|13|75|1|0.173|0.315|0.36
Marcelo Mayer|BOS|60|1|5|3|1|13|6|9|52|1|0.173|0.254|0.288
Jarren Duran|BOS|71|1|12|10|3|20|6|11|64|0|0.172|0.254|0.266
Graham Pauley|MIA|50|0|5|5|1|14|2|8|47|0|0.17|0.204|0.298
Denzel Clarke|ATH|60|0|4|6|2|24|4|9|53|0|0.17|0.228|0.189
Edgar Quero|CHW|62|0|1|3|1|14|6|9|53|1|0.17|0.262|0.189
Yoán Moncada|LAA|79|3|8|8|0|27|12|11|65|0|0.169|0.316|0.338
Trent Grisham|NYY|81|3|10|14|1|14|15|11|66|0|0.167|0.321|0.348
Jonathan India|KCR|58|2|8|8|0|13|8|8|48|0|0.167|0.31|0.313
Luis Rengifo|MIL|66|0|6|4|1|10|4|10|60|1|0.167|0.227|0.267
Pavin Smith|ARI|8|0|1|1|0|2|2|1|6|0|0.167|0.375|0.167
Michael Busch|CHC|84|0|9|3|0|17|10|12|73|1|0.164|0.262|0.192
Jazz Chisholm Jr.|NYY|83|0|6|3|8|26|9|12|73|0|0.164|0.265|0.233
Alek Thomas|ARI|65|0|6|7|3|15|2|10|61|0|0.164|0.203|0.279
Nick Castellanos|SDP|46|0|1|5|0|12|3|7|43|0|0.163|0.217|0.233
Cal Raleigh|SEA|100|2|6|11|1|31|11|14|88|1|0.159|0.25|0.261
J.C. Escarra|NYY|20|0|2|4|0|6|1|3|19|0|0.158|0.2|0.316
Vinnie Pasquantino|KCR|94|2|6|10|0|21|8|13|83|2|0.157|0.234|0.265
Joey Bart|PIT|36|1|4|3|0|14|2|5|32|1|0.156|0.222|0.281
Bo Naylor|CLE|49|1|1|3|0|10|4|7|45|0|0.156|0.224|0.244
Josh Lowe|LAA|66|3|5|9|1|20|5|9|58|1|0.155|0.231|0.328
Cedric Mullins|TBR|79|2|7|8|3|17|3|11|71|1|0.155|0.208|0.296
Jakob Marsee|MIA|100|0|15|4|8|23|14|13|84|1|0.155|0.28|0.214
Kody Clemens|MIN|45|2|3|3|4|16|5|6|39|0|0.154|0.267|0.308
TJ Friedl|CIN|92|0|7|4|4|21|10|12|78|0|0.154|0.267|0.167
Sam Haggerty|TEX|14|0|2|0|1|7|1|2|13|0|0.154|0.214|0.154
Salvador Perez|KCR|85|3|5|6|0|19|4|12|79|1|0.152|0.2|0.291
Patrick Bailey|SFG|57|0|3|1|1|11|4|8|53|0|0.151|0.211|0.151
Paul Goldschmidt|NYY|25|1|5|3|0|6|4|3|20|0|0.15|0.32|0.4
Alejandro Kirk|TOR|22|1|2|2|0|2|2|3|20|0|0.15|0.227|0.35
Eli White|ATL|22|0|1|2|0|3|1|3|20|1|0.15|0.182|0.2
Jake Cronenworth|SDP|78|1|10|3|0|17|10|10|67|0|0.149|0.269|0.209
Coby Mayo|BAL|62|0|5|4|1|18|8|8|54|0|0.148|0.258|0.185
Josh Naylor|SEA|91|2|4|7|0|16|8|12|82|0|0.146|0.231|0.22
Brent Rooker|ATH|49|2|4|8|2|17|6|6|41|2|0.146|0.245|0.293
Carson Benge|NYM|70|1|5|3|5|18|7|9|63|0|0.143|0.229|0.206
Santiago Espinal|LAD|15|0|1|2|0|2|0|2|14|0|0.143|0.143|0.214
Christian Koss|SFG|7|0|0|0|0|0|0|1|7|0|0.143|0.143|0.286
Jared Oliva|SFG|7|0|1|0|1|1|0|1|7|0|0.143|0.143|0.143
Ryan Ritter|COL|7|0|1|0|0|3|0|1|7|0|0.143|0.143|0.143
Leo Rivas|SEA|61|0|4|4|0|21|10|7|49|1|0.143|0.295|0.184
Caleb Durbin|BOS|72|0|6|7|0|10|6|9|64|0|0.141|0.236|0.203
Samuel Basallo|BAL|64|3|6|4|0|17|7|8|57|0|0.14|0.234|0.298
Alec Bohm|PHI|80|1|4|10|0|13|5|10|72|1|0.139|0.213|0.194
Tim Tawa|ARI|43|0|1|2|0|7|5|5|36|1|0.139|0.238|0.194
Noelvi Marte|CIN|31|0|2|0|1|10|2|4|29|0|0.138|0.194|0.138
Heriberto Hernández|MIA|60|0|3|7|3|13|9|7|51|0|0.137|0.267|0.176
Travis d'Arnaud|LAA|18|0|1|0|0|5|1|2|15|0|0.133|0.278|0.2
Ryan McMahon|NYY|56|1|4|4|0|18|10|6|46|0|0.13|0.286|0.196
Carson Williams|TBR|25|0|4|3|0|9|1|3|23|0|0.13|0.167|0.174
Sam Antonacci|CHW|20|0|1|0|0|1|2|2|16|0|0.125|0.3|0.125
Lourdes Gurriel Jr.|ARI|8|0|1|0|0|1|0|1|8|0|0.125|0.125|0.125
Connor Joe|SEA|9|0|0|0|1|3|1|1|8|0|0.125|0.222|0.125
Blake Perkins|MIL|37|0|1|2|1|9|4|4|32|0|0.125|0.222|0.188
Yohel Pozo|STL|16|0|0|3|0|0|0|2|16|0|0.125|0.125|0.188
Jordan Beck|COL|44|1|3|6|2|9|3|5|41|0|0.122|0.182|0.22
Rece Hinds|CIN|19|0|1|3|0|7|1|2|17|1|0.118|0.158|0.176
Andy Ibáñez|ATH|18|0|1|3|0|2|1|2|17|0|0.118|0.167|0.118
Jake Rogers|DET|20|0|2|3|0|6|0|2|17|2|0.118|0.15|0.235
Harrison Bader|SFG|55|1|4|3|0|17|2|6|52|1|0.115|0.145|0.192
Jeimer Candelario|LAA|20|0|3|0|0|8|1|2|18|0|0.111|0.2|0.222
Greg Jones|MIL|10|0|0|1|1|3|0|1|9|0|0.111|0.111|0.111
Shay Whitcomb|HOU|10|1|1|3|0|6|1|1|9|0|0.111|0.2|0.444
Brice Matthews|HOU|31|1|1|3|0|16|3|3|28|0|0.107|0.194|0.25
Mitch Garver|SEA|23|0|1|0|0|8|4|2|19|0|0.105|0.261|0.105
Bryce Teodosio|LAA|21|0|1|1|1|8|1|2|19|0|0.105|0.15|0.105
Randal Grichuk|NYY|22|0|6|1|0|8|1|2|20|1|0.1|0.136|0.2
Otto Kemp|PHI|22|0|0|0|0|9|1|2|20|0|0.1|0.182|0.1
Austin Wynns|ATH|23|0|2|0|0|3|2|2|20|0|0.1|0.182|0.1
James Outman|MIN|24|0|2|0|2|10|2|2|22|0|0.091|0.167|0.136
Jose Trevino|CIN|12|0|0|0|0|3|1|1|11|0|0.091|0.167|0.091
Carlos Santana|ARI|26|0|1|0|0|8|2|2|24|0|0.083|0.154|0.125
Ke'Bryan Hayes|CIN|56|0|1|0|0|5|4|3|52|0|0.058|0.125|0.058
Addison Barger|TOR|23|0|1|2|0|6|3|1|19|1|0.053|0.174|0.105
Rob Refsnyder|SEA|25|1|1|1|0|5|3|1|22|0|0.045|0.16|0.182
Wenceel Pérez|DET|28|1|2|1|0|3|2|1|26|0|0.038|0.107|0.154
Rafael Marchán|PHI|28|1|1|2|0|6|0|1|27|0|0.037|0.071|0.148
Ryan Bliss|SEA|2|0|0|0|0|2|0|0|2|0|0.0|0.0|0.0
Will Brennan|SFG|4|0|0|0|0|0|0|0|4|0|0.0|0.0|0.0
Dylan Carlson|CHC|4|0|1|0|0|2|0|0|4|0|0.0|0.0|0.0
Scott Kingery|CHC|2|0|2|0|1|0|0|0|2|0|0.0|0.0|0.0
Hao-Yu  Lee|DET|7|0|0|0|0|3|0|0|7|0|0.0|0.0|0.0
Dylan Moore|PHI|10|0|1|0|0|5|2|0|8|0|0.0|0.2|0.0
Tommy Pham|NYM|8|0|0|0|0|4|0|0|8|0|0.0|0.0|0.0
Jeferson Quero|MIL|2|0|0|0|0|0|1|0|1|0|0.0|0.5|0.0
Johnathan Rodríguez|BAL|11|0|0|1|0|4|3|0|7|1|0.0|0.273|0.0
Luke Williams|ATL|1|0|0|0|0|0|1|0|0|0|0.0|1.0|0.0
Patrick Wisdom|SEA|1|0|0|0|0|1|0|0|1|0|0.0|0.0|0.0
