name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|avg|obp|slg
Joey Ortiz|MIL|58|0|9|4|4|13|5|10|51|0|0.196|0.268|0.196
Gunnar Henderson|BAL|110|7|14|15|4|33|11|19|97|1|0.196|0.282|0.464
Trevor Story|BOS|98|2|7|17|2|33|4|18|92|2|0.196|0.224|0.315
Jake McCarthy|COL|49|0|2|3|5|10|4|8|41|0|0.195|0.283|0.317
Lane Thomas|KCR|50|0|4|1|2|9|9|8|41|0|0.195|0.34|0.22
Yainer Diaz|HOU|72|1|4|10|0|11|3|13|67|2|0.194|0.222|0.269
Blaze Alexander|BAL|58|0|7|1|3|18|3|10|52|0|0.192|0.25|0.212
Dansby Swanson|CHC|90|5|20|15|1|22|15|14|73|2|0.192|0.322|0.411
Thomas Saggese|STL|51|0|5|2|0|16|4|9|47|0|0.191|0.255|0.234
Sal Frelick|MIL|79|1|8|4|1|12|9|13|68|0|0.191|0.295|0.265
Evan Carter|TEX|79|2|8|6|3|17|13|12|63|1|0.19|0.325|0.349
Marcell Ozuna|PIT|75|2|6|7|0|18|6|13|69|0|0.188|0.253|0.304
Will Benson|CIN|38|0|3|1|1|10|6|6|32|0|0.188|0.316|0.281
Luis Matos|MIL|17|0|0|0|0|7|1|3|16|0|0.188|0.235|0.188
Matt McLain|CIN|97|0|9|3|3|24|15|15|80|0|0.188|0.33|0.238
Henry Davis|PIT|51|0|5|3|1|9|5|8|43|0|0.186|0.3|0.256
Manny Machado|SDP|88|2|10|10|1|18|16|13|70|2|0.186|0.33|0.3
George Springer|TOR|62|2|4|6|1|14|8|10|54|0|0.185|0.29|0.37
Brandon Valenzuela|TOR|28|1|2|2|0|12|1|5|27|0|0.185|0.214|0.296
Josh Smith|TEX|74|0|4|5|1|14|8|12|65|0|0.185|0.284|0.2
Freddy Fermin|SDP|41|0|9|2|0|9|6|6|33|1|0.182|0.317|0.242
CJ Kayfus|CLE|25|1|4|2|0|8|2|4|22|0|0.182|0.28|0.364
Hao-Yu  Lee|DET|11|0|1|1|0|4|0|2|11|0|0.182|0.182|0.273
Kyle Manzardo|CLE|73|1|3|3|0|28|5|12|66|0|0.182|0.26|0.242
Marcelo Mayer|BOS|63|1|6|3|1|13|6|10|55|1|0.182|0.258|0.291
Davis Schneider|TOR|41|1|9|5|0|13|8|6|33|0|0.182|0.341|0.333
Austin Slater|MIA|27|0|1|1|1|9|4|4|22|1|0.182|0.296|0.182
Eli White|ATL|24|0|1|3|0|4|1|4|22|1|0.182|0.208|0.227
Matt Wallner|MIN|81|3|11|6|0|34|6|13|72|0|0.181|0.272|0.333
Austin Wells|NYY|64|1|4|2|0|12|13|9|50|1|0.18|0.344|0.26
Spencer Torkelson|DET|82|0|5|6|0|24|14|12|67|0|0.179|0.329|0.224
Mookie Betts|LAD|32|2|7|7|0|4|3|5|28|0|0.179|0.281|0.429
Jorge Polanco|NYM|61|1|3|2|0|11|5|10|56|0|0.179|0.246|0.286
Jordan Beck|COL|49|1|4|7|2|9|3|8|45|1|0.178|0.224|0.289
David Hamilton|MIL|59|0|9|3|5|10|10|8|45|0|0.178|0.339|0.178
Dustin Harris|HOU|22|0|3|1|2|1|5|3|17|0|0.176|0.364|0.235
Nasim Nuñez|WSH|79|0|11|5|8|15|8|12|68|0|0.176|0.273|0.191
Salvador Perez|KCR|91|3|6|6|0|20|4|15|85|1|0.176|0.22|0.306
Josh Naylor|SEA|95|2|4|8|1|16|8|15|86|0|0.174|0.253|0.267
Miguel Vargas|CHW|92|3|13|10|3|15|14|13|75|1|0.173|0.315|0.36
Juan Brito|CLE|45|0|5|3|0|13|3|7|41|0|0.171|0.244|0.244
Denzel Clarke|ATH|60|0|4|6|2|24|4|9|53|0|0.17|0.228|0.189
Edgar Quero|CHW|62|0|1|3|1|14|6|9|53|1|0.17|0.262|0.189
Tyler Stephenson|CIN|63|2|3|5|0|17|9|9|53|1|0.17|0.286|0.283
Michael Busch|CHC|88|0|10|3|0|18|10|13|77|1|0.169|0.261|0.195
Samuel Basallo|BAL|69|3|7|6|0|17|9|10|60|0|0.167|0.275|0.317
Colton Cowser|BAL|56|0|5|3|0|18|6|8|48|1|0.167|0.255|0.188
Zack Gelof|ATH|13|0|3|2|0|5|0|2|12|0|0.167|0.167|0.25
Trent Grisham|NYY|81|3|10|14|1|14|15|11|66|0|0.167|0.321|0.348
Jonathan India|KCR|58|2|8|8|0|13|8|8|48|0|0.167|0.31|0.313
Drew Millas|WSH|41|0|3|3|0|10|4|6|36|0|0.167|0.25|0.222
Luis Rengifo|MIL|66|0|6|4|1|10|4|10|60|1|0.167|0.227|0.267
Pavin Smith|ARI|8|0|1|1|0|2|2|1|6|0|0.167|0.375|0.167
Jazz Chisholm Jr.|NYY|83|0|6|3|8|26|9|12|73|0|0.164|0.265|0.233
Jarren Duran|BOS|74|1|12|10|3|21|6|11|67|0|0.164|0.243|0.254
Yoán Moncada|LAA|83|3|8|8|0|28|14|11|67|0|0.164|0.325|0.328
Alek Thomas|ARI|65|0|6|7|3|15|2|10|61|0|0.164|0.203|0.279
Nick Castellanos|SDP|46|0|1|5|0|12|3|7|43|0|0.163|0.217|0.233
Caleb Durbin|BOS|77|0|7|7|0|10|7|11|68|0|0.162|0.26|0.235
Josh Lowe|LAA|70|3|5|9|1|21|5|10|62|1|0.161|0.232|0.323
Cal Raleigh|SEA|105|3|7|12|1|32|11|15|93|1|0.161|0.248|0.29
Graham Pauley|MIA|53|0|5|5|1|14|2|8|50|0|0.16|0.192|0.28
J.C. Escarra|NYY|20|0|2|4|0|6|1|3|19|0|0.158|0.2|0.316
TJ Friedl|CIN|97|0|8|4|4|21|10|13|83|0|0.157|0.263|0.181
Joey Bart|PIT|36|1|4|3|0|14|2|5|32|1|0.156|0.222|0.281
Kody Clemens|MIN|45|2|3|3|4|16|5|6|39|0|0.154|0.267|0.308
Sam Haggerty|TEX|14|0|2|0|1|7|1|2|13|0|0.154|0.214|0.154
Michael Massey|KCR|27|0|1|2|0|8|1|4|26|0|0.154|0.185|0.231
Patrick Bailey|SFG|57|0|3|1|1|11|4|8|53|0|0.151|0.211|0.151
Leo Rivas|SEA|65|0|4|5|0|22|10|8|53|1|0.151|0.292|0.208
Paul Goldschmidt|NYY|25|1|5|3|0|6|4|3|20|0|0.15|0.32|0.4
Alejandro Kirk|TOR|22|1|2|2|0|2|2|3|20|0|0.15|0.227|0.35
Jakob Marsee|MIA|104|0|15|4|8|24|15|13|87|1|0.149|0.279|0.207
Vinnie Pasquantino|KCR|100|2|7|10|0|22|10|13|87|2|0.149|0.24|0.253
Jake Cronenworth|SDP|78|1|10|3|0|17|10|10|67|0|0.149|0.269|0.209
Coby Mayo|BAL|62|0|6|4|1|18|8|8|54|0|0.148|0.258|0.185
Cedric Mullins|TBR|83|2|7|8|3|18|3|11|75|1|0.147|0.198|0.28
Brent Rooker|ATH|49|2|4|8|2|17|6|6|41|2|0.146|0.245|0.293
Carson Benge|NYM|70|1|5|3|5|18|7|9|63|0|0.143|0.229|0.206
Rece Hinds|CIN|23|0|1|5|0|8|1|3|21|1|0.143|0.174|0.238
Christian Koss|SFG|7|0|0|0|0|0|0|1|7|0|0.143|0.143|0.286
Bo Naylor|CLE|53|1|1|3|0|11|4|7|49|0|0.143|0.208|0.224
Jared Oliva|SFG|7|0|1|0|1|1|0|1|7|0|0.143|0.143|0.143
Ryan Ritter|COL|7|0|1|0|0|3|0|1|7|0|0.143|0.143|0.143
Jake Rogers|DET|24|0|2|4|1|7|0|3|21|2|0.143|0.167|0.238
Tim Tawa|ARI|43|0|1|2|0|7|5|5|36|1|0.139|0.238|0.194
Noelvi Marte|CIN|31|0|2|0|1|10|2|4|29|0|0.138|0.194|0.138
Heriberto Hernández|MIA|60|0|3|7|3|13|9|7|51|0|0.137|0.267|0.176
Alec Bohm|PHI|84|1|4|10|0|14|6|10|75|1|0.133|0.214|0.187
Travis d'Arnaud|LAA|18|0|1|0|0|5|1|2|15|0|0.133|0.278|0.2
Ryan McMahon|NYY|56|1|4|4|0|18|10|6|46|0|0.13|0.286|0.196
Carson Williams|TBR|25|0|4|3|0|9|1|3|23|0|0.13|0.167|0.174
Brice Matthews|HOU|35|1|2|4|1|16|4|4|31|0|0.129|0.229|0.29
Sam Antonacci|CHW|20|0|1|0|0|1|2|2|16|0|0.125|0.3|0.125
Lourdes Gurriel Jr.|ARI|8|0|1|0|0|1|0|1|8|0|0.125|0.125|0.125
Connor Joe|SEA|9|0|0|0|1|3|1|1|8|0|0.125|0.222|0.125
Blake Perkins|MIL|37|0|1|2|1|9|4|4|32|0|0.125|0.222|0.188
Yohel Pozo|STL|16|0|0|3|0|0|0|2|16|0|0.125|0.125|0.188
Andy Ibáñez|ATH|18|0|1|3|0|2|1|2|17|0|0.118|0.167|0.118
Harrison Bader|SFG|55|1|4|3|0|17|2|6|52|1|0.115|0.145|0.192
Jeimer Candelario|LAA|20|0|3|0|0|8|1|2|18|0|0.111|0.2|0.222
Greg Jones|MIL|10|0|0|1|1|3|0|1|9|0|0.111|0.111|0.111
Shay Whitcomb|HOU|10|1|1|3|0|6|1|1|9|0|0.111|0.2|0.444
Mitch Garver|SEA|23|0|1|0|0|8|4|2|19|0|0.105|0.261|0.105
Bryce Teodosio|LAA|21|0|1|1|1|8|1|2|19|0|0.105|0.15|0.105
Randal Grichuk|NYY|22|0|6|1|0|8|1|2|20|1|0.1|0.136|0.2
Otto Kemp|PHI|22|0|0|0|0|9|1|2|20|0|0.1|0.182|0.1
Austin Wynns|ATH|23|0|2|0|0|3|2|2|20|0|0.1|0.182|0.1
James Outman|MIN|24|0|2|0|2|10|2|2|22|0|0.091|0.167|0.136
Jose Trevino|CIN|12|0|0|0|0|3|1|1|11|0|0.091|0.167|0.091
Carlos Santana|ARI|26|0|1|0|0|8|2|2|24|0|0.083|0.154|0.125
Ke'Bryan Hayes|CIN|60|0|1|0|0|6|4|4|56|0|0.071|0.133|0.071
Rafael Marchán|PHI|32|1|1|2|0|7|0|2|31|0|0.065|0.094|0.161
Addison Barger|TOR|23|0|1|2|0|6|3|1|19|1|0.053|0.174|0.105
Rob Refsnyder|SEA|27|1|1|1|0|6|3|1|24|0|0.042|0.148|0.167
Wenceel Pérez|DET|29|1|2|1|0|3|2|1|27|0|0.037|0.103|0.148
Ryan Bliss|SEA|2|0|0|0|0|2|0|0|2|0|0.0|0.0|0.0
Will Brennan|SFG|4|0|0|0|0|0|0|0|4|0|0.0|0.0|0.0
Dylan Carlson|CHC|4|0|1|0|0|2|0|0|4|0|0.0|0.0|0.0
Scott Kingery|CHC|2|0|2|0|1|0|0|0|2|0|0.0|0.0|0.0
Dylan Moore|PHI|10|0|1|0|0|5|2|0|8|0|0.0|0.2|0.0
Tommy Pham|NYM|8|0|0|0|0|4|0|0|8|0|0.0|0.0|0.0
Jeferson Quero|MIL|2|0|0|0|0|0|1|0|1|0|0.0|0.5|0.0
Johnathan Rodríguez|BAL|11|0|0|1|0|4|3|0|7|1|0.0|0.273|0.0
Luke Williams|ATL|1|0|0|0|0|0|1|0|0|0|0.0|1.0|0.0
Patrick Wisdom|SEA|1|0|0|0|0|1|0|0|1|0|0.0|0.0|0.0
