name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|avg|obp|slg
Ian Happ|CHC|102|6|15|13|1|30|15|21|86|0|0.244|0.363|0.5
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|0.243|0.326|0.378
Kyle Higashioka|TEX|38|1|5|3|0|10|5|8|33|0|0.242|0.342|0.364
Michael Massey|KCR|35|1|3|4|0|9|1|8|33|1|0.242|0.257|0.455
Ben Williamson|TBR|70|0|12|8|2|15|7|15|62|0|0.242|0.319|0.306
David Fry|CLE|35|0|5|0|0|12|6|7|29|0|0.241|0.371|0.276
Aaron Judge|NYY|104|9|21|16|5|29|15|21|87|0|0.241|0.359|0.586
Tyler O'Neill|BAL|34|1|6|4|0|6|3|7|29|0|0.241|0.353|0.345
Nick Kurtz|ATH|110|4|14|11|3|35|27|20|83|0|0.241|0.427|0.422
Jerar Encarnacion|SFG|25|0|1|0|0|5|0|6|25|0|0.24|0.24|0.28
Carlos Narváez|BOS|53|0|4|1|1|14|2|12|50|0|0.24|0.269|0.28
Luis Torrens|NYM|25|0|2|4|0|5|0|6|25|0|0.24|0.24|0.32
Brady House|WSH|98|2|11|8|1|31|6|22|92|0|0.239|0.286|0.348
Nolan Schanuel|LAA|104|3|8|18|0|16|10|22|92|2|0.239|0.308|0.38
Cam Smith|HOU|103|3|15|11|4|24|11|21|88|2|0.239|0.324|0.398
Mike Trout|LAA|115|8|25|17|4|23|25|21|88|0|0.239|0.417|0.557
Drew Gilbert|SFG|24|1|2|2|0|6|2|5|21|0|0.238|0.304|0.381
Matt Vierling|DET|45|1|5|6|1|8|2|10|42|1|0.238|0.267|0.405
Zach Neto|LAA|121|5|19|11|4|34|19|24|101|0|0.238|0.364|0.446
José Caballero|NYY|85|1|9|8|9|22|4|19|80|0|0.238|0.282|0.325
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0.238|0.274|0.363
Mark Vientos|NYM|64|2|6|7|0|14|4|14|59|1|0.237|0.281|0.373
Willy Adames|SFG|103|3|12|6|0|30|5|23|97|0|0.237|0.282|0.433
Rafael Devers|SFG|102|2|7|9|0|30|5|23|97|0|0.237|0.275|0.33
Jake Bauers|MIL|83|5|13|15|3|16|7|18|76|0|0.237|0.301|0.461
Nathan Church|STL|61|2|9|8|3|17|4|13|55|1|0.236|0.295|0.364
Nathan Lukes|TOR|55|0|5|8|0|7|1|12|51|1|0.235|0.273|0.294
Lenyn Sosa|TOR|53|0|3|7|0|9|0|12|51|1|0.235|0.231|0.333
Trea Turner|PHI|106|2|14|7|3|20|8|23|98|0|0.235|0.292|0.347
Chase DeLauter|CLE|94|5|12|15|0|11|12|19|81|1|0.235|0.33|0.506
Ronald Acuña Jr.|ATL|113|1|11|6|4|21|14|22|94|2|0.234|0.345|0.34
José Ramírez|CLE|113|6|18|12|11|16|19|22|94|0|0.234|0.363|0.479
Jonah Heim|ATL|34|0|2|2|0|5|4|7|30|0|0.233|0.324|0.333
Nathaniel Lowe|CIN|34|0|1|5|0|7|4|7|30|0|0.233|0.324|0.333
Andrew McCutchen|TEX|33|1|4|5|0|14|2|7|30|1|0.233|0.273|0.4
Kyle Tucker|LAD|103|3|16|13|3|24|12|21|90|1|0.233|0.32|0.356
Cole Young|SEA|102|2|15|11|1|23|11|21|90|0|0.233|0.324|0.344
Byron Buxton|MIN|100|5|19|7|0|28|7|21|91|1|0.231|0.29|0.451
Joc Pederson|TEX|65|1|9|3|0|17|11|12|52|1|0.231|0.369|0.308
Luis Robert Jr.|NYM|90|2|9|7|2|17|12|18|78|0|0.231|0.333|0.333
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0.231|0.3|0.363
George Valera|CLE|27|0|0|4|0|3|1|6|26|0|0.231|0.259|0.308
Iván Herrera|STL|111|3|10|12|0|16|18|20|87|1|0.23|0.387|0.379
Nick Yorke|PIT|71|1|5|4|0|12|7|14|61|1|0.23|0.324|0.328
Jake Fraley|TBR|53|1|3|2|2|13|5|11|48|0|0.229|0.302|0.375
Ketel Marte|ARI|100|4|15|9|0|19|8|21|92|0|0.228|0.29|0.391
Darell Hernaiz|ATH|25|1|2|1|2|5|3|5|22|0|0.227|0.32|0.364
Agustín Ramírez|MIA|99|2|12|12|1|23|9|20|88|1|0.227|0.303|0.364
Steven Kwan|CLE|112|1|10|8|2|12|12|22|97|1|0.227|0.315|0.289
Isaac Paredes|HOU|87|2|9|10|0|17|8|17|75|0|0.227|0.333|0.36
Jorge Barrosa|ARI|59|1|7|6|0|18|3|12|53|0|0.226|0.281|0.453
David Hamilton|MIL|68|0|11|3|5|11|11|12|53|0|0.226|0.369|0.226
Marcus Semien|NYM|94|1|4|8|2|19|7|19|84|1|0.226|0.29|0.31
Dylan Beavers|BAL|70|1|9|7|1|16|7|14|62|1|0.226|0.3|0.323
Francisco Lindor|NYM|105|2|14|5|2|19|11|21|93|0|0.226|0.314|0.355
Owen Caissie|MIA|78|2|7|14|1|34|4|16|71|2|0.225|0.269|0.38
Roman Anthony|BOS|97|1|11|4|2|25|16|18|80|0|0.225|0.361|0.325
Jonathan Aranda|TBR|108|4|13|19|0|25|19|19|85|3|0.224|0.361|0.412
Santiago Espinal|LAD|20|0|2|2|0|2|0|4|18|0|0.222|0.222|0.278
Hunter Feduccia|TBR|32|0|3|4|0|12|5|6|27|0|0.222|0.344|0.222
Sam Huff|BAL|9|0|1|1|0|5|0|2|9|0|0.222|0.222|0.333
Danny Jansen|TEX|58|1|3|6|0|19|4|12|54|0|0.222|0.276|0.352
Jake McCarthy|COL|53|0|3|4|5|10|4|10|45|0|0.222|0.3|0.333
Austin Riley|ATL|107|3|13|16|2|22|11|21|95|0|0.221|0.308|0.358
Spencer Steer|CIN|86|4|10|6|0|25|6|17|77|1|0.221|0.291|0.442
Bo Bichette|NYM|106|1|9|9|0|24|5|22|100|1|0.22|0.255|0.29
Miguel Amaya|CHC|48|1|8|4|0|12|6|9|41|0|0.22|0.333|0.317
Gavin Sheets|SDP|77|2|8|6|1|18|4|16|73|0|0.219|0.26|0.425
Kerry Carpenter|DET|77|5|6|13|0|28|9|14|64|2|0.219|0.325|0.469
Austin Hays|CHW|33|1|2|6|0|12|1|7|32|0|0.219|0.242|0.344
Tyler Heineman|TOR|37|0|4|2|0|8|1|7|32|0|0.219|0.265|0.219
Tyler Soderstrom|ATH|109|2|12|17|1|22|12|21|96|1|0.219|0.303|0.396
JJ Wetherholt|STL|110|3|19|11|4|23|15|19|87|2|0.218|0.364|0.345
Sam Antonacci|CHW|27|1|2|3|0|1|2|5|23|0|0.217|0.333|0.435
Starling Marte|KCR|24|0|1|0|0|7|0|5|23|0|0.217|0.25|0.304
Jackson Merrill|SDP|101|3|15|14|5|23|7|20|92|0|0.217|0.28|0.38
Jared Triolo|PIT|26|0|2|1|0|5|2|5|23|0|0.217|0.308|0.261
James McCann|ARI|39|0|3|4|0|13|1|8|37|0|0.216|0.237|0.297
Ezequiel Tovar|COL|93|1|8|6|2|27|3|19|88|0|0.216|0.258|0.341
Gary Sánchez|MIL|65|5|9|12|0|15|13|11|51|0|0.216|0.385|0.569
Jorge Soler|LAA|95|5|13|19|0|32|11|17|79|2|0.215|0.326|0.443
Ryan Kreidler|MIN|18|2|2|4|0|3|4|3|14|0|0.214|0.389|0.714
Hao-Yu  Lee|DET|15|0|1|1|0|6|1|3|14|0|0.214|0.267|0.286
Mike Yastrzemski|ATL|84|0|11|5|1|22|8|16|75|0|0.213|0.298|0.28
Pete Alonso|BAL|110|3|13|10|1|29|15|20|94|0|0.213|0.327|0.372
Luke Keaschall|MIN|101|1|11|12|5|14|6|20|94|1|0.213|0.257|0.277
Kyle Karros|COL|82|1|11|3|2|15|15|14|66|1|0.212|0.354|0.303
Tyrone Taylor|NYM|35|1|3|6|0|7|1|7|33|0|0.212|0.235|0.333
Adolis García|PHI|97|2|6|5|1|27|9|18|85|1|0.212|0.299|0.329
Colson Montgomery|CHW|98|7|10|18|1|32|9|18|85|0|0.212|0.316|0.518
Rhys Hoskins|CLE|69|1|9|6|0|20|12|12|57|0|0.211|0.348|0.351
Zach McKinstry|DET|46|1|2|5|0|10|3|9|43|0|0.209|0.261|0.326
Brett Baty|NYM|72|0|7|7|2|22|3|14|67|2|0.209|0.236|0.284
José Fermín|STL|29|1|2|2|0|7|3|5|24|1|0.208|0.286|0.375
Jahmai Jones|DET|24|1|2|3|0|6|0|5|24|0|0.208|0.208|0.375
Brooks Lee|MIN|78|3|6|12|0|16|5|15|72|0|0.208|0.269|0.347
Tanner Murray|CHW|26|1|2|2|0|5|1|5|24|0|0.208|0.269|0.333
Logan O'Hoppe|LAA|86|1|8|8|0|22|10|15|72|1|0.208|0.326|0.264
Taylor Walls|TBR|55|0|8|4|3|14|3|10|48|0|0.208|0.269|0.229
Eli White|ATL|26|1|2|4|0|4|1|5|24|1|0.208|0.231|0.375
Nolan Gorman|STL|88|3|8|15|0|26|9|16|77|2|0.208|0.284|0.338
Alex Freeland|LAD|65|1|6|5|0|22|5|12|58|1|0.207|0.266|0.293
Kazuma Okamoto|TOR|97|3|8|8|0|32|10|18|87|0|0.207|0.289|0.333
Kyle Schwarber|PHI|106|8|15|15|0|36|15|18|87|0|0.207|0.349|0.529
Brenton Doyle|COL|74|1|10|2|5|26|6|14|68|0|0.206|0.27|0.279
Royce Lewis|MIN|53|2|6|8|2|17|8|9|44|0|0.205|0.34|0.386
Curtis Mead|WSH|54|3|7|10|2|8|5|10|49|0|0.204|0.278|0.449
Pedro Pagés|STL|55|1|5|5|1|12|2|10|49|1|0.204|0.259|0.306
Bryson Stott|PHI|69|0|3|3|5|11|4|13|64|0|0.203|0.261|0.234
Andrew Benintendi|CHW|74|1|6|7|0|26|5|14|69|0|0.203|0.257|0.348
Gabriel Arias|CLE|32|2|2|4|0|12|2|6|30|0|0.2|0.25|0.433
Luken Baker|ARI|5|0|0|0|0|3|0|1|5|0|0.2|0.2|0.2
Evan Carter|TEX|87|2|8|7|4|20|14|14|70|1|0.2|0.329|0.343
J.P. Crawford|SEA|74|1|9|6|0|14|13|12|60|0|0.2|0.351|0.3
Sal Frelick|MIL|87|1|10|5|1|12|10|15|75|0|0.2|0.302|0.267
P.J. Higgins|CIN|12|0|0|1|0|4|1|2|10|1|0.2|0.25|0.2
Greg Jones|MIL|11|0|0|1|1|3|0|2|10|0|0.2|0.2|0.2
Matt McLain|CIN|107|0|10|4|4|26|15|18|90|0|0.2|0.327|0.256
Keibert Ruiz|WSH|48|1|4|9|0|7|1|9|45|1|0.2|0.229|0.333
Lane Thomas|KCR|54|0|4|2|2|9|9|9|45|0|0.2|0.333|0.222
Tyler Tolbert|KCR|5|0|1|0|1|1|0|1|5|0|0.2|0.2|0.2
Cal Raleigh|SEA|114|5|10|14|2|33|12|20|101|1|0.198|0.281|0.386
Yainer Diaz|HOU|76|1|5|10|0|11|3|14|71|2|0.197|0.224|0.282
Victor Scott II|STL|72|0|6|4|3|19|5|12|61|1|0.197|0.254|0.213
Marcelo Mayer|BOS|65|1|6|3|1|13|6|11|56|1|0.196|0.281|0.321
Jarren Duran|BOS|79|1|12|11|3|22|6|14|72|0|0.194|0.266|0.306
Freddy Fermin|SDP|45|0|9|2|0|9|6|7|36|1|0.194|0.333|0.278
Kyle Manzardo|CLE|81|1|3|5|0|30|7|14|72|0|0.194|0.284|0.25
Konnor Griffin|PIT|69|0|7|8|4|20|4|12|62|1|0.194|0.261|0.258
Andruw Monasterio|BOS|35|0|2|3|1|8|4|6|31|0|0.194|0.286|0.258
Josh Naylor|SEA|104|2|5|10|1|17|9|18|93|1|0.194|0.269|0.28
Corey Seager|TEX|100|5|16|13|1|26|14|16|83|2|0.193|0.31|0.41
Miguel Vargas|CHW|102|5|18|12|4|16|16|16|83|1|0.193|0.333|0.434
Lawrence Butler|ATH|87|2|8|9|4|24|9|15|78|0|0.192|0.276|0.295
Randal Grichuk|NYY|28|0|6|2|0|8|1|5|26|1|0.192|0.214|0.308
Reese McGuire|CHW|31|0|1|3|0|7|2|5|26|0|0.192|0.3|0.192
Trevor Story|BOS|106|2|8|17|2|35|5|19|99|2|0.192|0.226|0.303
Luisangel Acuña|CHW|69|0|6|3|6|10|3|12|63|1|0.19|0.235|0.206
Matt Wallner|MIN|89|3|12|7|0|36|7|15|79|0|0.19|0.281|0.329
Spencer Torkelson|DET|90|1|6|8|0|26|15|14|74|0|0.189|0.333|0.27
Colton Cowser|BAL|61|0|6|3|0|19|6|10|53|1|0.189|0.267|0.226
